ID;id_season;weekly_demand;family;category;fabric;color_rgb;length_type;silhouette_type;waist_type;neck_lapel_type;sleeve_length_type;heel_shape_type;toecap_type;woven_structure;knit_structure;print_type;archetype;moment;phase_in;phase_out;life_cycle_length;num_stores;num_sizes;has_plus_sizes;price;Production
1826;88;1657;Poloshirts;Tops;CIRCULAR;79,132,84;Long;Oversize;;Pole;Long;;;Medium;;Sin Estampado;Expert;TIME OFF;25/03/2024;02/06/2024;10;329;4;False;35.99;11794
1828;89;2037;Sweater;Tops;TRICOT;81,77,50;Standard;Slim;;Close-fitting;Long;;;;Fine point;Sin Estampado;Lady;CASUAL WORK;26/08/2024;20/10/2024;8;173;3;False;25.99;9167
1830;87;11594;Coats;Outerwear;WOVEN;145,145,144;Long;Oversize;;Peak Lapel;Long;;;Medium;;Sin Estampado;Casual Chic;CASUAL WORK;18/09/2023;10/12/2023;12;523;7;False;99.99;21109
1831;89;65883;Blazers;Outerwear;WOVEN;42,49,66;Standard;Regular;;Flap;Long;;;Medium;;Sin Estampado;;FORMAL EVENT;14/10/2024;02/02/2025;16;1268;7;False;69.99;90693
1832;87;395;Shirt;Tops;WOVEN;66,64,46;Standard;Straight;;Draped;Sleeveless;;;Light;;Sin Estampado;Lady;FORMAL EVENT;29/05/2023;23/07/2023;8;78;5;False;35.99;2635
1833;89;4130;Dresses;Dresses, jumpsuits and Complete set;WOVEN;141,154,165;Long;Straight;;Low cut;Fine Strap;;;;;Sin Estampado;;CASUAL EVENT;28/10/2024;08/12/2024;6;306;5;False;39.99;13522
1835;89;19179;Jackets;Outerwear;TRICOT;79,132,84;Medium;Straight;;Close-fitting;Long;;;;Thick point;Sin Estampado;;CASUAL WORK;05/08/2024;27/10/2024;12;945;7;False;39.99;28377
1837;89;12583;Sweater;Tops;TRICOT;233,227,214;Standard;Slim;;Boat;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;07/10/2024;01/12/2024;8;1129;7;False;25.99;31676
1838;87;1369;Trousers;Bottoms;WOVEN;235,182,160;;;;;;;;;;Sin Estampado;Ideal;FORMAL WORK;07/08/2023;01/10/2023;8;282;7;False;49.99;15971
1839;88;11491;Shirt;Tops;WOVEN;189,22,62;Long;Regular;;Shirt-style collar;Long;;;Light;;Sin Estampado;;CASUAL WORK;06/05/2024;16/06/2024;6;779;10;True;29.99;28605
1840;86;25101;Sweater;Tops;TRICOT;219,207,189;Standard;Oversize;;Turtle neck;Long;;;;Thick point;Sin Estampado;;TIME OFF;12/12/2022;05/03/2023;12;1182;11;True;29.99;39323
1841;89;8649;Trousers;Bottoms;WOVEN;0,0,0;Standard;Regular;Regular Waist;;;;;Medium;;Sin Estampado;Ideal;FORMAL WORK;07/10/2024;15/12/2024;10;618;6;False;39.99;21838
1842;89;1062;Skirts;Bottoms;SYNTHETIC LEATHER;225,204,175;Short;Straight;Regular Waist;;;;;Medium;;Sin Estampado;Authentic;CASUAL WORK;04/11/2024;12/01/2025;10;211;4;False;29.99;12455
1844;86;1098;Blazers;Outerwear;WOVEN;0,0,0;Standard;Straight;;Flap;Long;;;Light;;Sin Estampado;Lady;FORMAL EVENT;03/04/2023;14/05/2023;6;99;7;False;69.99;6143
1845;89;12336;Jeans;Bottoms;JEANS;23,26,28;Long;Straight;Regular Waist;;;;;;;Sin Estampado;;CASUAL EVENT;28/10/2024;22/12/2024;8;746;8;False;49.99;19007
1846;86;2857;Dresses;Dresses, jumpsuits and Complete set;WOVEN;81,77,50;Short;Straight;;Low cut;Long;;;Light;;Sin Estampado;Authentic;CASUAL WORK;06/03/2023;30/04/2023;8;812;7;False;39.99;31350
1847;87;13132;T-shirt;Tops;CIRCULAR;102,102,102;Standard;Slim;;Rounded Neck;Short;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;07/08/2023;01/10/2023;8;612;7;False;9.99;36123
1848;88;870;Tops;Tops;JEANS;245,244,238;Crop;Slim;;Off Shoulder;Sleeveless;;;Medium;;Sin Estampado;;TIME OFF;11/03/2024;05/05/2024;8;52;5;False;29.99;1424
1850;89;22676;Tops;Tops;CIRCULAR;0,0,0;Standard;Slim;;Close-fitting;Sleeveless;;;Light;;Sin Estampado;;CASUAL WORK;27/05/2024;04/08/2024;10;804;7;False;17.99;42688
1852;89;1940;Cardigans;Tops;TRICOT;102,102,102;Short;Straight;;Close-fitting;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;16/09/2024;10/11/2024;8;190;5;False;49.99;14351
1853;87;40337;Shorts;Bottoms;JEANS;63,102,137;Short;Paperbag;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;05/06/2023;27/08/2023;12;978;7;False;25.99;57281
1854;88;502;Intimate;Accesories, Swim and Intimate;TRICOT;186,186,186;;;;;;;;;Thick point;Sin Estampado;Casual Chic;TIME OFF;18/03/2024;07/07/2024;16;53;3;False;39.99;1296
1856;88;4360;Dresses;Dresses, jumpsuits and Complete set;WOVEN;42,49,66;Midi;Slim;;Word honor;Sleeveless;;;Light;;Sin Estampado;;CASUAL WORK;22/04/2024;02/06/2024;6;453;5;False;39.99;16905
1858;87;2626;Jeans;Bottoms;JEANS;130,140,142;Long;Wide leg;Regular Waist;;;;;;;Sin Estampado;;TIME OFF;16/10/2023;10/12/2023;8;192;8;False;39.99;12843
1859;89;14670;Skirts;Bottoms;WOVEN;245,244,238;Long;Straight;Regular Waist;;;;;Light;;Sin Estampado;;CASUAL WORK;03/06/2024;28/07/2024;8;486;4;False;35.99;21388
1860;87;3963;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Long;Straight;;V-Neck;Sleeveless;;;Medium;;Sin Estampado;Authentic;FORMAL WORK;24/07/2023;17/09/2023;8;810;7;False;49.99;22573
1864;88;3995;Jeans;Bottoms;JEANS;175,198,207;Maxi;Straight;Low Waist;;;;;;;Sin Estampado;;TIME OFF;01/04/2024;26/05/2024;8;423;8;False;39.99;21468
1866;86;3659;Shirt;Tops;WOVEN;129,105,81;Standard;Oversize;;Shirt-style collar;Long;;;Light;;Sin Estampado;Lady;FORMAL WORK;27/03/2023;21/05/2023;8;213;4;False;45.99;7642
1867;88;43072;Jeans;Bottoms;JEANS;23,26,28;Crop;Slim;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;11/12/2023;31/03/2024;16;1173;12;False;29.99;89699
1868;89;2421;Tops;Tops;WOVEN;0,0,0;Crop;Slim;;;;;;;;Sin Estampado;;CASUAL WORK;10/06/2024;04/08/2024;8;264;4;False;29.99;7116
1871;88;2002;Shorts;Bottoms;WOVEN;233,227,214;Short;Straight;High Waist;;;;;Light;;Sin Estampado;Ideal;CASUAL WORK;20/11/2023;11/02/2024;12;110;5;False;22.99;12096
1872;89;2643;Skirts;Bottoms;WOVEN;49,47,72;Midi;Evase;High Waist;;;;;Light;;Sin Estampado;Authentic;TIME OFF;27/05/2024;18/08/2024;12;126;5;False;35.99;4741
1873;87;4058;Puffer coats;Outerwear;WOVEN;0,0,0;Long;Oversize;;Funnel neck;Long;;;Medium;;Sin Estampado;Ideal;TIME OFF;06/11/2023;31/12/2023;8;517;7;False;119.99;13110
1874;87;1599;Shirt;Tops;WOVEN;29,80,144;Standard;Straight;;Shirt-style collar;Long;;;Light;;Sin Estampado;Authentic;CASUAL WORK;29/05/2023;12/11/2023;24;162;5;False;25.99;5029
1875;88;3321;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;229,77,78;Long;Evase;;Rounded Neck;Sleeveless;;;Medium;;Sin Estampado;Authentic;CASUAL WORK;26/02/2024;07/04/2024;6;150;5;False;49.99;5142
1876;86;1342;Vest;Outerwear;JEANS;23,26,28;Crop;Slim;;V-Neck;;;;Medium;;Sin Estampado;;TIME OFF;05/12/2022;15/01/2023;6;196;3;False;29.99;10164
1878;89;8023;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Long;Slim;;V-Neck;Sleeveless;;;Light;;Flores;;CASUAL EVENT;22/07/2024;18/08/2024;4;437;5;False;39.99;15054
1879;88;6510;Jackets;Outerwear;WOVEN;229,77,78;Standard;;;Shirt-style collar;Long;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;15/04/2024;23/06/2024;10;421;7;False;39.99;17483
1880;87;7158;Blazers;Outerwear;WOVEN;79,132,84;Short;Slim;;Flap;Long;;;Heavy;;Sin Estampado;Lady;FORMAL WORK;10/07/2023;24/12/2023;24;392;8;False;39.99;34760
1881;86;20638;Blazers;Outerwear;WOVEN;180,155,128;Standard;Straight;;Flap;Long;;;Light;;Sin Estampado;Ideal;FORMAL WORK;13/03/2023;21/05/2023;10;829;7;False;69.99;34281
1884;86;4146;Trenchcoats;Outerwear;WOVEN;29,80,144;Standard;Straight;;Flap;;;;Medium;;Sin Estampado;Lady;CASUAL WORK;23/01/2023;30/04/2023;14;230;11;True;69.99;9715
1885;86;2603;Trousers;Bottoms;WOVEN;170,67,48;;;Adjustable / Rubber;;;;;Light;;Sin Estampado;;FORMAL EVENT;28/11/2022;22/01/2023;8;212;7;False;39.99;6481
1886;87;3117;Trousers;Bottoms;WOVEN;132,97,71;Capri;Straight;Adjustable / Rubber;;;;;Light;;Sin Estampado;Authentic;TIME OFF;26/06/2023;12/11/2023;20;155;5;False;29.99;6129
1887;86;1883;Trousers;Bottoms;WOVEN;189,22,62;Long;;Regular Waist;;;;;Light;;Pañuelo;Lady;CASUAL EVENT;03/04/2023;14/05/2023;6;232;6;False;39.99;11181
1888;89;46948;Tops;Tops;TRICOT;0,0,0;Standard;Slim;;V-Neck;Fine Strap;;;;Fine point;Sin Estampado;Lady;CASUAL WORK;13/05/2024;29/09/2024;20;1175;11;True;17.99;169279
1889;87;3861;Sweater;Tops;TRICOT;241,133,0;Standard;Straight;;Close-fitting;Long;;;;Fine point;Sin Estampado;Casual Chic;TIME OFF;16/10/2023;10/12/2023;8;365;7;False;25.99;11268
1890;88;869;T-shirt;Tops;CIRCULAR;245,237,193;Standard;Slim;;Rounded Neck;Long;;;Medium;;Sin Estampado;;TIME OFF;15/04/2024;09/06/2024;8;97;5;False;19.99;2676
1891;87;3823;Puffer coats;Outerwear;WOVEN;243,242,238;Short;Straight;;Hood;Long;;;Medium;;Sin Estampado;Casual Chic;TIME OFF;16/10/2023;24/12/2023;10;558;7;False;59.99;17460
1893;87;35477;Shorts;Bottoms;WOVEN;0,0,0;Short;Straight;;;;;;;;Sin Estampado;Casual Chic;FORMAL WORK;05/06/2023;27/08/2023;12;777;12;False;27.99;36284
1894;88;23737;Jackets;Outerwear;SYNTHETIC LEATHER;0,0,0;Short;Slim;;Shirt-style collar;Long;;;Medium;;Sin Estampado;Lady;TIME OFF;11/12/2023;03/03/2024;12;1079;11;False;39.99;126229
1895;87;8749;Coats;Outerwear;WOVEN;0,0,0;Short;Straight;;Flap;Long;;;Heavy;;Sin Estampado;Lady;FORMAL WORK;04/09/2023;12/11/2023;10;768;11;False;89.99;29769
1896;86;762;Tops;Tops;WOVEN;29,80,144;Crop;;;Word honor;Sleeveless;;;Light;;Flores;Casual Chic;TIME OFF;24/04/2023;04/06/2023;6;46;4;False;25.99;3827
1897;87;19441;Dresses;Dresses, jumpsuits and Complete set;TRICOT;0,0,0;Short;Slim;;Turtle neck;Long;;;;Fine point;Sin Estampado;Lady;CASUAL WORK;16/10/2023;10/12/2023;8;1089;7;False;25.99;47770
1898;87;5772;Jackets;Outerwear;WOVEN;81,77,50;Medium;Oversize;;Rounded Neck;Long;;;Medium;;Sin Estampado;Ideal;TIME OFF;21/08/2023;29/10/2023;10;738;7;False;59.99;32328
1899;88;4075;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;79,132,84;Midi;Slim;;;;;;;;Sin Estampado;Lady;TIME OFF;22/04/2024;16/06/2024;8;218;5;False;25.99;13380
1900;87;3314;T-shirt;Tops;CIRCULAR;245,244,238;Standard;Regular;;;;;;;;Sin Estampado;Authentic;CASUAL WORK;26/06/2023;17/09/2023;12;110;5;False;12.99;7155
1902;89;23327;Sweater;Tops;TRICOT;219,207,189;Medium;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;;TIME OFF;30/09/2024;24/11/2024;8;1184;11;True;29.99;91523
1904;89;959;Dresses;Dresses, jumpsuits and Complete set;WOVEN;243,242,238;Mini/Micro;Evase;;Off Shoulder;Fine Strap;;;;;Sin Estampado;;TIME OFF;15/07/2024;08/09/2024;8;143;5;False;39.99;3977
1905;87;7193;Cardigans;Tops;CIRCULAR;0,0,0;Crop;Slim;;Rounded Neck;Long;;;Light;;Sin Estampado;Expert;CASUAL EVENT;30/10/2023;24/12/2023;8;447;3;False;12.99;13237
1908;89;4465;Shorts;Bottoms;JEANS;245,244,238;Short;Paperbag;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;03/06/2024;25/08/2024;12;915;5;False;25.99;18819
1909;86;5432;Tops;Tops;SYNTHETIC LEATHER;0,0,0;Standard;Straight;;Rounded Neck;Wide Strap;;;Medium;;Sin Estampado;;CASUAL EVENT;23/01/2023;16/04/2023;12;245;3;False;27.99;7825
1910;86;17070;Sweater;Tops;TRICOT;229,53,129;Medium;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;;TIME OFF;27/03/2023;21/05/2023;8;805;7;False;29.99;28584
1912;89;927;Dresses;Dresses, jumpsuits and Complete set;SYNTHETIC LEATHER;0,0,0;Short;Straight;;V-Neck;Fine Strap;;;Medium;;Sin Estampado;Authentic;CASUAL EVENT;25/11/2024;19/01/2025;8;339;4;False;35.99;12713
1913;88;12305;Jackets;Outerwear;TRICOT;49,47,72;Short;Straight;;Rounded Neck;Long;;;;Midpoint;Sin Estampado;;CASUAL WORK;11/12/2023;04/02/2024;8;882;11;True;49.99;32565
1915;87;1357;T-shirt;Tops;TRICOT;242,160,157;Crop;Slim;;Rounded Neck;Sleeveless;;;;Fine point;Sin Estampado;Lady;TIME OFF;24/07/2023;15/10/2023;12;111;5;False;15.99;4624
1916;86;13924;Tops;Tops;WOVEN;0,0,0;Standard;Straight;;Low cut;Fine Strap;;;Light;;Sin Estampado;Casual Chic;FORMAL WORK;13/03/2023;21/05/2023;10;664;11;True;17.99;36482
1919;87;7569;Cardigans;Tops;TRICOT;49,47,72;Short;Slim;;Close-fitting;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;16/10/2023;10/12/2023;8;837;7;False;25.99;20504
1921;86;23776;T-shirt;Tops;CIRCULAR;29,80,144;Standard;Relaxed;;V-Neck;;;;Light;;Sin Estampado;Lady;TIME OFF;01/05/2023;25/06/2023;8;479;7;False;15.99;36331
1922;87;548;Dresses;Dresses, jumpsuits and Complete set;WOVEN;233,227,214;Short;Slim;;Low cut;Wide Strap;;;Medium;;Sin Estampado;Lady;CASUAL EVENT;25/09/2023;19/11/2023;8;105;5;False;59.99;4560
1924;86;25778;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Short;Straight;;Wrap collar;Long;;;Light;;Geométric;Wow;FORMAL WORK;16/01/2023;26/03/2023;10;683;11;True;29.99;45309
1927;89;14877;T-shirt;Tops;CIRCULAR;245,244,238;Standard;Straight;;Boat;Three quarters;;;Light;;Sin Estampado;Lady;TIME OFF;12/08/2024;01/12/2024;16;1134;7;False;12.99;66208
1928;89;2332;Sweatshirts;Tops;CIRCULAR;243,242,238;Standard;Slim;;Turtle neck;Long;;;Light;;Sin Estampado;Lady;TIME OFF;21/10/2024;15/12/2024;8;349;7;False;22.99;16289
1929;87;67712;Tops;Tops;TRICOT;0,0,0;Standard;Slim;;V-Neck;Fine Strap;;;;Fine point;Sin Estampado;Authentic;CASUAL WORK;22/05/2023;13/08/2023;12;1173;11;False;17.99;166543
1930;87;2006;Trousers;Bottoms;WOVEN;233,227,214;Crop;Culotte;Adjustable / Rubber;;;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;24/07/2023;17/09/2023;8;154;5;False;35.99;4579
1931;87;4520;Dresses;Dresses, jumpsuits and Complete set;WOVEN;133,65,142;Midi;Straight;;Rounded Neck;Short;;;;;Sin Estampado;;FORMAL EVENT;07/08/2023;17/09/2023;6;584;11;False;59.99;12633
1932;89;242;Trousers;Bottoms;WOVEN;49,47,72;Standard;Regular;High Waist;;;;;Light;;Sin Estampado;Lady;CASUAL WORK;04/11/2024;12/01/2025;10;72;5;False;35.99;3669
1933;89;6237;Dresses;Dresses, jumpsuits and Complete set;WOVEN;79,132,84;Short;Evase;;Low cut;Sleeveless;;;Light;;Flores;;TIME OFF;03/06/2024;14/07/2024;6;932;7;False;27.99;28939
1935;88;393;Skirts;Bottoms;SYNTHETIC LEATHER;167,168,169;Short;Pencil;Low Waist;;;;;Medium;;Sin Estampado;;TIME OFF;15/04/2024;09/06/2024;8;103;5;False;29.99;5400
1936;89;5070;Dresses;Dresses, jumpsuits and Complete set;WOVEN;242,160,157;Short;Straight;;Low cut;Sleeveless;;;;;Sin Estampado;;CASUAL EVENT;03/06/2024;14/07/2024;6;468;4;False;39.99;17292
1939;88;7484;Skirts;Bottoms;WOVEN;178,211,178;Long;Straight;;;;;;;;Sin Estampado;Casual Chic;CASUAL WORK;22/04/2024;30/06/2024;10;384;7;False;35.99;16910
1940;89;7588;Dresses;Dresses, jumpsuits and Complete set;TRICOT;116,60,69;Midi;Evase;;Turtle neck;Long;;;;Thick point;Sin Estampado;Ideal;CASUAL WORK;14/10/2024;08/12/2024;8;452;7;True;39.99;19844
1942;88;6370;Vest;Outerwear;JEANS;130,140,142;Standard;Straight;;V-Neck;;;;Medium;;Sin Estampado;;TIME OFF;25/03/2024;19/05/2024;8;1006;5;False;29.99;38421
1944;88;10196;Dresses;Dresses, jumpsuits and Complete set;WOVEN;229,77,78;Midi;Straight;;Halter;Sleeveless;;;Light;;Sin Estampado;;FORMAL EVENT;08/04/2024;02/06/2024;8;805;7;False;59.99;27163
1945;87;530;Shorts;Bottoms;WOVEN;243,242,238;;Paperbag;Regular Waist;;;;;Light;;Sin Estampado;;TIME OFF;22/05/2023;16/07/2023;8;58;3;False;22.99;3789
1947;86;12876;Jeans;Bottoms;JEANS;224,198,198;Crop;Flared / Bootcut;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;17/04/2023;25/06/2023;10;509;8;False;35.99;27981
1948;86;11975;Jeans;Bottoms;JEANS;23,26,28;Long;Flared / Bootcut;Low Waist;;;;;Medium;;Sin Estampado;;TIME OFF;30/01/2023;23/04/2023;12;781;8;False;35.99;36338
1950;89;27630;Shirt;Tops;WOVEN;133,65,142;Standard;Regular;;Shirt-style collar;Long;;;Light;;Flores;;FORMAL WORK;30/09/2024;10/11/2024;6;949;11;True;29.99;30324
1951;86;9648;Shirt;Tops;WOVEN;225,204,175;Standard;Slim;;Turtle neck;Sleeveless;;;Light;;Sin Estampado;Lady;FORMAL WORK;13/02/2023;07/05/2023;12;929;7;False;25.99;30580
1952;87;37301;Sweater;Tops;TRICOT;156,116,71;Standard;Slim;;Perkins;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;04/09/2023;26/11/2023;12;1167;7;False;19.99;61684
1953;86;6116;Dresses;Dresses, jumpsuits and Complete set;WOVEN;189,22,62;Short;Evase;;Close-fitting;Long;;;Light;;Flores;Casual Chic;CASUAL WORK;06/03/2023;16/04/2023;6;566;7;False;29.99;33569
1955;86;10173;Jackets;Outerwear;SYNTHETIC LEATHER;129,105,81;Medium;Oversize;;Shirt-style collar;Long;;;Heavy;;Sin Estampado;Wow;TIME OFF;20/03/2023;30/04/2023;6;300;5;False;69.99;15777
1956;88;81;Poloshirts;Tops;CIRCULAR;49,47,72;;;;;;;;;;Sin Estampado;Lady;TIME OFF;08/04/2024;05/05/2024;4;17;3;False;29.99;325
1957;87;1628;Leggings and joggers;Bottoms;CIRCULAR;0,0,0;Long;;Adjustable / Rubber;;;;;Light;;Sin Estampado;Lady;TIME OFF;05/06/2023;19/11/2023;24;151;10;False;12.99;10024
1958;88;2615;Dresses;Dresses, jumpsuits and Complete set;WOVEN;233,227,214;Short;Evase;;Low cut;Long;;;Light;;Sin Estampado;Authentic;CASUAL WORK;01/01/2024;11/02/2024;6;83;5;False;39.99;4589
1959;88;1620;Dresses;Dresses, jumpsuits and Complete set;WOVEN;188,154,54;Long;Evase;;Asymmetric;Sleeveless;;;Light;;Sin Estampado;Expert;FORMAL EVENT;12/02/2024;05/05/2024;12;116;4;False;59.99;2688
1960;89;299;Intimate;Accesories, Swim and Intimate;WOVEN;141,173,212;;;;;;;;;;Sin Estampado;Expert;TIME OFF;19/08/2024;10/11/2024;12;39;5;False;29.99;1341
1962;87;10592;Sweater;Tops;TRICOT;233,227,214;Standard;Straight;;Turtle neck;Long;;;;Midpoint;Sin Estampado;Casual Chic;TIME OFF;16/10/2023;10/12/2023;8;877;6;False;39.99;16921
1963;88;8559;Sweater;Tops;TRICOT;233,227,214;Standard;Straight;;Rounded Neck;Long;;;;Thick point;Sin Estampado;Ideal;TIME OFF;29/01/2024;24/03/2024;8;996;5;False;35.99;30274
1965;89;8709;Shorts;Bottoms;JEANS;233,227,214;Short;Straight;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;17/06/2024;08/09/2024;12;460;7;False;25.99;23092
1966;88;9586;Jackets;Outerwear;WOVEN;141,173,212;;;;;;;;;;Sin Estampado;;FORMAL WORK;29/01/2024;24/03/2024;8;969;7;False;69.99;30448
1967;89;12896;Dresses;Dresses, jumpsuits and Complete set;TRICOT;145,145,144;Short;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;;CASUAL WORK;30/09/2024;24/11/2024;8;1159;5;False;29.99;45175
1968;88;11166;Shirt;Tops;WOVEN;242,240,235;Standard;Slim;;Shirt-style collar;Long;;;Light;;Sin Estampado;;CASUAL WORK;08/04/2024;02/06/2024;8;923;6;False;25.99;29907
1969;86;3981;Jeans;Bottoms;JEANS;219,207,189;Long;Cargo;Regular Waist;;;;;Medium;;Sin Estampado;Lady;TIME OFF;08/05/2023;02/07/2023;8;366;8;False;39.99;22876
1971;86;48023;Jeans;Bottoms;JEANS;0,0,0;Standard;Push Up;Low Waist;;;;;Medium;;Sin Estampado;;TIME OFF;05/12/2022;26/03/2023;16;1074;12;True;25.99;97724
1972;89;7737;Trousers;Bottoms;WOVEN;0,0,0;Maxi;Jogger;Adjustable / Rubber;;;;;;;Sin Estampado;;TIME OFF;20/05/2024;28/07/2024;10;420;7;False;29.99;21874
1975;88;2744;Parkas;Outerwear;WOVEN;81,77,50;Short;Oversize;;Hood;;;;Heavy;;Sin Estampado;Casual Chic;TIME OFF;18/03/2024;26/05/2024;10;275;4;False;59.99;13353
1976;87;4972;Skirts;Bottoms;TRICOT;225,204,175;Midi;Evase;Adjustable / Rubber;;;;;;Fine point;Sin Estampado;Lady;CASUAL WORK;21/08/2023;15/10/2023;8;500;7;False;29.99;23591
1977;88;6091;T-shirt;Tops;CIRCULAR;81,77,50;Standard;Straight;;Rounded Neck;Long;;;Light;;Sin Estampado;Authentic;CASUAL WORK;19/02/2024;14/04/2024;8;294;3;False;12.99;20018
1978;89;2914;Shirt;Tops;JEANS;34,38,47;Standard;Regular;;Shirt-style collar;Long;;;Medium;;Sin Estampado;;TIME OFF;05/08/2024;29/09/2024;8;364;3;False;35.99;12689
1979;87;5278;Skirts;Bottoms;JEANS;81,77,50;Short;Straight;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;24/07/2023;15/10/2023;12;245;7;False;25.99;8116
1980;87;26057;Skirts;Bottoms;JEANS;245,244,238;Short;Straight;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;05/06/2023;27/08/2023;12;699;11;False;22.99;36133
1981;89;17862;Dresses;Dresses, jumpsuits and Complete set;TRICOT;30,40,101;Long;Slim;;Low cut;Fine Strap;;;;Thick point;Sin Estampado;;CASUAL EVENT;27/05/2024;21/07/2024;8;1024;7;False;29.99;28193
1982;86;1380;Trousers;Bottoms;WOVEN;240,226,164;Long;Straight;High Waist;;;;;Light;;Sin Estampado;Ideal;FORMAL EVENT;10/04/2023;04/06/2023;8;158;7;False;49.99;8829
1983;86;535;Jeans;Bottoms;JEANS;63,102,137;Long;Cargo;Regular Waist;;;;;Medium;;Sin Estampado;Wow;TIME OFF;27/02/2023;23/04/2023;8;70;8;False;39.99;1713
1984;89;4658;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Regular;;V-Neck;Short;;;Light;;Sin Estampado;;TIME OFF;17/06/2024;06/10/2024;16;1112;10;False;12.99;45294
1985;88;1188;Shorts;Bottoms;WOVEN;178,211,178;Short;Straight;High Waist;;;;;Light;;Sin Estampado;Lady;FORMAL WORK;20/11/2023;11/02/2024;12;72;5;False;29.99;6462
1986;89;17362;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Straight;;Rounded Neck;Short;;;Light;;Sin Estampado;Lady;CASUAL WORK;05/08/2024;13/10/2024;10;482;5;False;15.99;29952
1987;86;2951;Jumpsuit;Dresses, jumpsuits and Complete set;CIRCULAR;233,227,214;Long;Straight;;Rounded Neck;Short;;;Light;;Sin Estampado;;CASUAL WORK;30/01/2023;23/04/2023;12;143;5;False;29.99;6148
1989;86;14217;Dresses;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Short;Slim;;V-Neck;Sleeveless;;;Light;;Sin Estampado;Ideal;FORMAL WORK;10/04/2023;04/06/2023;8;920;11;True;35.99;39277
1991;87;4590;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;233,227,214;Short;Slim;;;;;;;;Sin Estampado;Expert;TIME OFF;05/06/2023;30/07/2023;8;271;5;False;35.99;16173
1992;88;100770;Jeans;Bottoms;JEANS;23,26,28;Crop;Flared / Flare;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;11/12/2023;28/04/2024;20;1199;12;True;25.99;141280
1994;89;584;Trousers;Bottoms;WOVEN;29,80,144;Standard;Straight;Adjustable / Rubber;;;;;Light;;Sin Estampado;Ideal;CASUAL WORK;23/09/2024;29/12/2024;14;87;5;False;29.99;5767
1995;88;4534;Cardigans;Tops;TRICOT;235,205,207;Short;Straight;;V-Neck;Long;;;;Thick point;Sin Estampado;Lady;TIME OFF;04/12/2023;11/02/2024;10;489;7;False;29.99;13943
1996;89;20143;Jackets;Outerwear;WOVEN;233,227,214;Medium;Oversize;;Shirt-style collar;Long;;;Medium;;Sin Estampado;Casual Chic;TIME OFF;02/09/2024;24/11/2024;12;996;7;False;59.99;40127
1998;89;8145;Dresses;Dresses, jumpsuits and Complete set;TRICOT;132,97,71;Midi;Evase;;Close-fitting;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;26/08/2024;20/10/2024;8;910;7;True;29.99;40534
1999;89;5201;Dresses;Dresses, jumpsuits and Complete set;WOVEN;79,132,84;Midi;Straight;;Off Shoulder;Wide Strap;;;Medium;;Sin Estampado;;FORMAL EVENT;29/07/2024;06/10/2024;10;271;7;False;49.99;10819
2000;87;5764;Dresses;Dresses, jumpsuits and Complete set;WOVEN;189,22,62;Long;;;V-Neck;Long;;;Light;;Flores;;FORMAL WORK;02/10/2023;12/11/2023;6;535;5;False;59.99;13797
2001;88;431;Swimwear;Accesories, Swim and Intimate;CIRCULAR;0,0,0;;Classical;;;;;;;;Sin Estampado;Expert;TIME OFF;26/02/2024;16/06/2024;16;35;6;True;22.99;859
2002;88;31281;Sweater;Tops;TRICOT;156,116,71;Standard;Slim;;Perkins;Long;;;;Fine point;Sin Estampado;Lady;CASUAL WORK;27/11/2023;04/02/2024;10;1073;7;False;19.99;45583
2003;87;1092;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Short;Slim;;Asymmetric;Fine Strap;;;Light;;Sin Estampado;Ideal;CASUAL EVENT;03/07/2023;27/08/2023;8;135;3;False;39.99;10128
