ID;id_season;family;category;fabric;color_rgb;length_type;silhouette_type;waist_type;neck_lapel_type;sleeve_length_type;heel_shape_type;toecap_type;woven_structure;knit_structure;print_type;archetype;moment;phase_in;phase_out;life_cycle_length;num_stores;num_sizes;has_plus_sizes;price;Production;weekly_demand
2044;88;Jackets;Outerwear;WOVEN;233,227,214;Medium;Straight;;Close-fitting;Long;;;Medium;;Sin Estampado;;FORMAL WORK;26/2/2024;21/4/2024;8;175;11;TRUE;69.99;8872;1647
2046;89;Trousers;Bottoms;WOVEN;233,227,214;Long;Palazzo;Regular Waist;;;;;Light;;Sin Estampado;;FORMAL WORK;12/8/2024;20/10/2024;10;169;5;FALSE;49.99;7964;880
2048;88;Shirt;Tops;WOVEN;245,244,238;Long;Oversize;;Shirt-style collar;Long;;;;;Sin Estampado;Cosmopolitan;FORMAL EVENT;25/3/2024;19/5/2024;8;50;3;FALSE;69.99;1848;331
2052;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;245,244,238;Short;Evase;;Close-fitting;Sleeveless;;;Light;;Sin Estampado;Casual Chic;TIME OFF;5/6/2023;16/7/2023;6;319;4;FALSE;45.99;11594;2493
2053;86;Trousers;Bottoms;WOVEN;17,71,96;Long;Palazzo;High Waist;;;;;Light;;Sin Estampado;;CASUAL EVENT;28/11/2022;19/2/2023;12;119;5;FALSE;45.99;3347;1145
2054;88;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Midi;Straight;;Off Shoulder;Sleeveless;;;Light;;Sin Estampado;;FORMAL EVENT;6/5/2024;30/6/2024;8;533;5;FALSE;49.99;19738;3137
2055;89;Sweater;Tops;TRICOT;129,105,81;Medium;Straight;;Boat;Long;;;;Thick point;Sin Estampado;Lady;TIME OFF;23/9/2024;17/11/2024;8;166;3;FALSE;29.99;5458;1349
2056;88;Shirt;Tops;CIRCULAR;133,121,110;Standard;Regular;;Shirt-style collar;Long;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;27/11/2023;18/2/2024;12;877;7;FALSE;25.99;31668;10835
2057;87;Sweater;Tops;TRICOT;72,38,58;Standard;Straight;;Turtle neck;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;9/10/2023;3/12/2023;8;791;7;FALSE;19.99;39662;17161
2058;88;Intimate;Accesories, Swim and Intimate;TRICOT;43,42,113;;;;;;;;;Thick point;Sin Estampado;Authentic;TIME OFF;29/1/2024;23/6/2024;21;56;3;FALSE;39.99;884;298
2059;86;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;29,80,144;Short;Evase;;Wrap collar;Long;;;Light;;Flores;;TIME OFF;27/2/2023;23/4/2023;8;739;7;FALSE;25.99;39470;4164
2060;89;Jackets;Outerwear;WOVEN;245,244,238;Medium;;;Close-fitting;Long;;;;;Sin Estampado;;FORMAL WORK;29/7/2024;6/10/2024;10;309;7;FALSE;59.99;13923;1768
2061;86;T-shirt;Tops;CIRCULAR;0,0,0;;Slim;;V-Neck;Long;;;Light;;Sin Estampado;;TIME OFF;30/1/2023;26/3/2023;8;586;7;FALSE;15.99;24764;8000
2062;89;Sweater;Tops;TRICOT;141,173,212;Standard;Slim;;Boat;Long;;;;Midpoint;Sin Estampado;;TIME OFF;30/9/2024;24/11/2024;8;1131;7;FALSE;29.99;44240;31292
2064;86;Skirts;Bottoms;WOVEN;79,132,84;Long;Straight;Regular Waist;;;;;Light;;Flores;Casual Chic;CASUAL WORK;13/3/2023;23/4/2023;6;488;11;TRUE;25.99;19616;4039
2065;87;Shirt;Tops;WOVEN;226,211,110;Standard;Oversize;;Rounded Neck;Long;;;Light;;Paisley;;TIME OFF;24/7/2023;3/9/2023;6;842;11;FALSE;29.99;28584;5900
2066;86;Intimate;Accesories, Swim and Intimate;WOVEN;29,80,144;Long;;;;;;;;;Sin Estampado;Casual Chic;TIME OFF;20/3/2023;3/9/2023;24;61;3;FALSE;29.99;1195;1571
2067;88;Trousers;Bottoms;CIRCULAR;162,130,120;Long;Straight;;;;;;;;Sin Estampado;Authentic;TIME OFF;4/12/2023;28/1/2024;8;597;7;FALSE;25.99;25331;15321
2068;89;Skirts;Bottoms;WOVEN;49,47,72;Short;Evase;High Waist;;;;;Light;;Sin Estampado;Lady;TIME OFF;27/5/2024;13/10/2024;20;92;5;FALSE;25.99;4219;1102
2069;87;Sweater;Tops;TRICOT;186,186,186;Standard;Straight;;Perkins;Long;;;;Midpoint;Sin Estampado;Casual Chic;CASUAL WORK;16/10/2023;10/12/2023;8;1132;7;FALSE;29.99;36084;15664
2070;87;T-shirt;Tops;CIRCULAR;245,244,238;Standard;Straight;;;;;;;;Sin Estampado;Casual Chic;TIME OFF;23/10/2023;17/12/2023;8;442;11;FALSE;19.99;19918;4229
2071;88;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;14,48,8;Long;Evase;;V-Neck;Long;;;Light;;Sin Estampado;Casual Chic;FORMAL EVENT;26/2/2024;7/4/2024;6;114;5;FALSE;59.99;3302;1720
2074;88;Blazers;Outerwear;WOVEN;79,132,84;Standard;Straight;;Flap;Long;;;Medium;;Sin Estampado;Ideal;FORMAL WORK;1/4/2024;9/6/2024;10;1049;11;FALSE;59.99;42470;22539
2075;89;Vest;Outerwear;CIRCULAR;79,132,84;Long;Oversize;;V-Neck;;;;Light;;Sin Estampado;;TIME OFF;20/5/2024;28/7/2024;10;534;11;TRUE;25.99;28130;7628
2077;89;Sweater;Tops;TRICOT;141,173,212;Standard;Straight;;Close-fitting;Long;;;;Thick point;Sin Estampado;;TIME OFF;4/11/2024;29/12/2024;8;1205;7;FALSE;25.99;34081;20887
2078;89;Skirts;Bottoms;TRICOT;233,227,214;Midi;;Adjustable / Rubber;;;;;;Midpoint;Sin Estampado;;CASUAL WORK;28/10/2024;22/12/2024;8;455;5;FALSE;29.99;13138;1339
2082;87;Tops;Tops;CIRCULAR;29,80,144;;;;;;;;;;Sin Estampado;Expert;TIME OFF;29/5/2023;23/7/2023;8;470;5;FALSE;15.99;29716;5371
2083;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;197,213,99;Short;Straight;;Shirt-style collar;Long;;;Light;;Jacquard;Casual Chic;FORMAL EVENT;8/5/2023;18/6/2023;6;290;5;FALSE;49.99;10341;1763
2084;89;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Short;Slim;;Low cut;Sleeveless;;;Light;;Sin Estampado;Lady;TIME OFF;12/8/2024;6/10/2024;8;269;3;FALSE;35.99;15424;2167
2085;89;Jackets;Outerwear;JEANS;45,57,78;Long;Oversize;;Shirt-style collar;Long;;;Medium;;Sin Estampado;;TIME OFF;30/9/2024;10/11/2024;6;174;2;FALSE;49.99;9511;512
2087;87;Skirts;Bottoms;TRICOT;0,0,0;Midi;Straight;Adjustable / Rubber;;;;;;Fine point;Sin Estampado;Wow;TIME OFF;28/8/2023;22/10/2023;8;335;7;FALSE;39.99;12880;2505
2088;87;Tops;Tops;TRICOT;49,47,72;Standard;Straight;;Swan;Sleeveless;;;;Fine point;Sin Estampado;Casual Chic;TIME OFF;23/10/2023;17/12/2023;8;794;7;FALSE;22.99;18997;5428
2089;87;Sweater;Tops;TRICOT;248,187,124;Medium;Straight;;Boat;Long;;;;Midpoint;Sin Estampado;Authentic;TIME OFF;22/5/2023;16/7/2023;8;231;7;FALSE;35.99;8826;4823
2090;89;Skirts;Bottoms;TRICOT;145,145,144;Midi;Evase;Adjustable / Rubber;;;;;;Midpoint;Sin Estampado;;CASUAL WORK;30/9/2024;24/11/2024;8;678;3;FALSE;29.99;24323;6226
2091;86;Shirt;Tops;WOVEN;197,213,99;Standard;Slim;;Shirt-style collar;Long;;;Light;;Sin Estampado;Lady;CASUAL WORK;13/3/2023;23/4/2023;6;712;7;FALSE;35.99;24794;7761
2092;89;Jeans;Bottoms;JEANS;63,102,137;Long;Straight;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;19/8/2024;13/10/2024;8;347;8;FALSE;39.99;19605;7139
2093;87;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Maxi;Evase;;V-Neck;Wide Strap;;;Medium;;Sin Estampado;Authentic;CASUAL WORK;24/7/2023;12/11/2023;16;163;5;FALSE;49.99;4159;470
2094;86;Trousers;Bottoms;WOVEN;49,47,72;Crop;Slim;Regular Waist;;;;;;;Sin Estampado;Casual Chic;CASUAL WORK;13/2/2023;21/5/2023;14;1201;7;FALSE;29.99;67333;45946
2095;89;Blazers;Outerwear;WOVEN;29,80,144;Standard;Regular;;Flap;Long;;;Medium;;Sin Estampado;;FORMAL WORK;12/8/2024;3/11/2024;12;718;7;TRUE;65.99;28648;6451
2096;88;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;24,38,60;Long;Slim;;V-Neck;Sleeveless;;;Medium;;Raya diplomática;;FORMAL WORK;12/2/2024;7/4/2024;8;647;5;FALSE;49.99;23886;14102
2097;88;Tops;Tops;TRICOT;245,244,238;Standard;Slim;;Close-fitting;Sleeveless;;;;Midpoint;Sin Estampado;Lady;TIME OFF;22/4/2024;2/6/2024;6;752;5;FALSE;19.99;19917;7406
2099;86;Jackets;Outerwear;WOVEN;242,160,157;Standard;Straight;;Close-fitting;Long;;;Medium;;Sin Estampado;Lady;FORMAL WORK;30/1/2023;9/4/2023;10;997;7;FALSE;59.99;26100;18236
2102;86;Coats;Outerwear;WOVEN;233,227,214;Medium;Straight;;Funnel neck;Long;;;Medium;;Sin Estampado;Casual Chic;CASUAL WORK;5/12/2022;12/2/2023;10;574;7;FALSE;79.99;15397;13745
2103;89;Dresses;Dresses, jumpsuits and Complete set;WOVEN;233,227,214;Short;Slim;;Boat;Sleeveless;;;Light;;Sin Estampado;;FORMAL WORK;5/8/2024;29/9/2024;8;546;4;FALSE;29.99;22949;11808
2104;86;Shirt;Tops;WOVEN;233,227,214;Standard;Straight;;Rounded Neck;Long;;;Light;;Sin Estampado;Casual Chic;TIME OFF;17/4/2023;28/5/2023;6;191;4;FALSE;39.99;10056;1159
2105;88;T-shirt;Tops;CIRCULAR;81,77,50;Standard;Straight;;Rounded Neck;Long;;;Light;;Sin Estampado;Ideal;TIME OFF;4/12/2023;25/2/2024;12;923;7;FALSE;19.99;37996;14736
2106;88;Dresses;Dresses, jumpsuits and Complete set;WOVEN;216,209,195;Short;Slim;;Close-fitting;Long;;;Light;;Sin Estampado;;CASUAL EVENT;19/2/2024;17/3/2024;4;43;4;FALSE;79.99;2221;276
2107;87;T-shirt;Tops;CIRCULAR;229,53,129;Standard;Relaxed;;Rounded Neck;Short;;;Medium;;Sin Estampado;Authentic;TIME OFF;29/5/2023;20/8/2023;12;140;5;FALSE;12.99;7353;1552
2108;88;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;29,80,144;Midi;Evase;;;;;;Light;;Sin Estampado;Lady;TIME OFF;22/4/2024;30/6/2024;10;1165;11;FALSE;25.99;63994;42021
2109;88;Vest;Outerwear;WOVEN;229,53,129;Standard;;;V-Neck;;;;Medium;;Sin Estampado;Lady;FORMAL WORK;8/4/2024;14/7/2024;14;1185;7;FALSE;35.99;41072;22021
2110;89;Shirt;Tops;WOVEN;233,227,214;Standard;Straight;;Shirt-style collar;Long;;;Light;;Animal;;CASUAL WORK;8/7/2024;18/8/2024;6;652;7;FALSE;39.99;25547;8605
2112;89;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Midi;Slim;;Off Shoulder;Sleeveless;;;Light;;Sin Estampado;;CASUAL EVENT;14/10/2024;24/11/2024;6;1008;7;FALSE;39.99;34868;5631
2113;87;Sweater;Tops;TRICOT;0,0,0;Standard;Straight;;V-Neck;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;7/8/2023;26/11/2023;16;1197;11;FALSE;22.99;79712;63956
2114;86;T-shirt;Tops;CIRCULAR;206,42,59;Standard;Regular;;V-Neck;Short;;;Light;;Sin Estampado;;TIME OFF;27/3/2023;18/6/2023;12;1116;11;TRUE;7.99;94592;77819
2115;88;Trousers;Bottoms;WOVEN;224,198,198;Long;Wide leg;Low Waist;;;;;Medium;;Sin Estampado;Lady;TIME OFF;6/5/2024;30/6/2024;8;118;5;FALSE;39.99;4941;857
2116;89;Tops;Tops;WOVEN;242,240,235;Standard;Straight;;Rounded Neck;Wide Strap;;;Light;;Sin Estampado;;TIME OFF;29/7/2024;8/9/2024;6;253;3;FALSE;39.99;7952;1978
2117;86;Shirt;Tops;WOVEN;233,227,214;Standard;Straight;;Rounded Neck;Long;;;Light;;Sin Estampado;Lady;FORMAL WORK;30/1/2023;9/4/2023;10;751;11;TRUE;25.99;34047;14703
2118;88;Jackets;Outerwear;WOVEN;0,0,0;Medium;Oversize;;Rounded Neck;Long;;;Heavy;;Sin Estampado;;TIME OFF;27/11/2023;21/1/2024;8;448;7;FALSE;99.99;17065;14755
2119;89;Shorts;Bottoms;WOVEN;187,29,101;Short;Straight;Regular Waist;;;;;;;Sin Estampado;Authentic;CASUAL WORK;30/9/2024;24/11/2024;8;37;5;FALSE;39.99;1493;145
2120;87;Shirt;Tops;JEANS;62,69,102;Standard;Slim;;Shirt-style collar;Long;;;Medium;;Sin Estampado;;CASUAL WORK;4/9/2023;29/10/2023;8;398;7;FALSE;29.99;16022;4479
2121;89;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Ankle brace;Straight;;V-Neck;Fine Strap;;;Light;;Sin Estampado;;TIME OFF;29/7/2024;8/9/2024;6;607;5;FALSE;39.99;19077;5349
2122;86;Skirts;Bottoms;WOVEN;245,244,238;Long;Straight;Regular Waist;;;;;Light;;Sin Estampado;Lady;CASUAL WORK;8/5/2023;16/7/2023;10;387;7;FALSE;35.99;14976;4954
2123;88;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;225,204,175;Crop;Straight;;;Sleeveless;;;Light;;Sin Estampado;;FORMAL WORK;8/4/2024;2/6/2024;8;826;7;FALSE;59.99;31917;12599
2124;87;Sweater;Tops;TRICOT;225,204,175;Crop;Straight;;Close-fitting;Long;;;;Thick point;Sin Estampado;Wow;TIME OFF;24/7/2023;17/9/2023;8;578;6;FALSE;39.99;20763;4898
2125;88;Dresses;Dresses, jumpsuits and Complete set;WOVEN;245,244,238;Midi;Evase;;Rounded Neck;Sleeveless;;;;;Sin Estampado;;TIME OFF;15/4/2024;7/7/2024;12;152;5;FALSE;35.99;7992;867
2127;87;T-shirt;Tops;CIRCULAR;245,244,238;Standard;Regular;;V-Neck;Short;;;Light;;Sin Estampado;Expert;TIME OFF;15/5/2023;20/8/2023;14;1163;7;FALSE;12.99;113405;152938
2128;86;Intimate;Accesories, Swim and Intimate;WOVEN;225,204,175;;;;;;;;;;Sin Estampado;Wow;TIME OFF;20/3/2023;9/7/2023;16;41;3;FALSE;49.99;774;284
2129;89;Jackets;Outerwear;TRICOT;233,227,214;Standard;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;;TIME OFF;4/11/2024;29/12/2024;8;400;3;FALSE;49.99;11451;1404
2130;89;Sweater;Tops;TRICOT;189,22,62;Standard;Straight;;V-Neck;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;29/7/2024;20/10/2024;12;1195;11;TRUE;22.99;64812;35743
2132;87;Trousers;Bottoms;SYNTHETIC LEATHER;0,0,0;;;High Waist;;;;;;;Sin Estampado;;CASUAL WORK;16/10/2023;24/12/2023;10;309;7;FALSE;45.99;13401;2970
2133;87;Sweater;Tops;TRICOT;243,242,238;Standard;Oversize;;;;;;;Thick point;Sin Estampado;Casual Chic;TIME OFF;2/10/2023;26/11/2023;8;175;3;FALSE;49.99;4818;1332
2134;87;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;233,227,214;Long;;;;;;;Medium;;Sin Estampado;Casual Chic;FORMAL EVENT;29/5/2023;9/7/2023;6;16;4;FALSE;300.0;428;364
2135;86;Tops;Tops;WOVEN;0,0,0;Standard;Straight;;V-Neck;Fine Strap;;;Light;;Sin Estampado;Lady;FORMAL WORK;16/1/2023;26/3/2023;10;871;11;TRUE;22.99;34845;13432
2137;86;Shirt;Tops;WOVEN;240,226,164;Standard;Straight;;Shirt-style collar;Short;;;Light;;Sin Estampado;;TIME OFF;2/1/2023;26/3/2023;12;115;5;FALSE;22.99;4271;679
2138;87;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Slim;;;;;;;;Sin Estampado;Lady;TIME OFF;30/10/2023;24/12/2023;8;477;7;FALSE;15.99;14569;7705
2139;89;Intimate;Accesories, Swim and Intimate;CIRCULAR;49,47,72;;;;;;;;;;Sin Estampado;Lady;TIME OFF;3/6/2024;29/12/2024;30;90;5;FALSE;29.99;6758;4849
2140;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;245,244,238;Long;Straight;;Shirt-style collar;Short;;;Light;;Rayas;Lady;CASUAL WORK;10/4/2023;4/6/2023;8;691;7;FALSE;39.99;38841;14671
2141;86;Trousers;Bottoms;WOVEN;233,227,214;Standard;Straight;Adjustable / Rubber;;;;;Light;;Flores;Authentic;CASUAL WORK;1/5/2023;11/6/2023;6;733;7;FALSE;25.99;43272;23776
2142;88;Swimwear;Accesories, Swim and Intimate;CIRCULAR;157,157,196;;Cheeky;;;;;;;;Sin Estampado;Cosmopolitan;TIME OFF;11/3/2024;16/6/2024;14;43;4;FALSE;15.99;2618;622
2144;88;Swimwear;Accesories, Swim and Intimate;CIRCULAR;241,133,0;;;;;;;;;;Sin Estampado;Casual Chic;TIME OFF;6/5/2024;30/6/2024;8;89;4;FALSE;39.99;3031;1064
2145;88;Trousers;Bottoms;WOVEN;225,204,175;;;Regular Waist;;;;;Medium;;Sin Estampado;;CASUAL WORK;29/1/2024;24/3/2024;8;565;9;FALSE;39.99;21601;10960
2146;89;Shirt;Tops;WOVEN;0,0,0;Standard;Straight;;Shirt-style collar;Sleeveless;;;Light;;Sin Estampado;;FORMAL WORK;27/5/2024;21/7/2024;8;911;7;FALSE;19.99;39574;31520
2147;89;Sweater;Tops;TRICOT;81,77,50;Standard;Straight;;Rounded Neck;Short;;;;Fine point;Sin Estampado;;TIME OFF;8/7/2024;29/9/2024;12;1190;7;TRUE;17.99;66143;41201
2148;88;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;81,77,50;Short;Straight;;;;;;Light;;Sin Estampado;Lady;TIME OFF;4/3/2024;12/5/2024;10;836;7;FALSE;25.99;29769;14220
2149;86;Sweater;Tops;TRICOT;216,112,96;Standard;Slim;;Rounded Neck;Long;;;;Midpoint;Sin Estampado;;CASUAL EVENT;5/12/2022;29/1/2023;8;422;7;FALSE;39.99;12004;5512
2151;88;Sweater;Tops;TRICOT;0,0,0;Standard;Straight;;Pole;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;18/12/2023;10/3/2024;12;1135;7;FALSE;29.99;60913;18282
2152;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Long;;;Low cut;Fine Strap;;;Light;;Sin Estampado;;FORMAL EVENT;7/8/2023;17/9/2023;6;165;4;FALSE;79.99;3920;939
2153;87;Shirt;Tops;WOVEN;141,173,212;Crop;Oversize;;Shirt-style collar;Long;;;Light;;Sin Estampado;;CASUAL WORK;14/8/2023;8/10/2023;8;215;4;FALSE;27.99;16292;4338
2154;88;Dresses;Dresses, jumpsuits and Complete set;WOVEN;179,166,208;Long;Straight;;Low cut;Three quarters;;;Light;;Sin Estampado;Cosmopolitan;FORMAL EVENT;11/3/2024;5/5/2024;8;118;5;FALSE;69.99;2849;1266
2155;87;Tops;Tops;TRICOT;49,47,72;Standard;Slim;;Low cut;Fine Strap;;;;Thick point;Sin Estampado;Lady;CASUAL EVENT;30/10/2023;24/12/2023;8;306;7;FALSE;22.99;12127;3476
2157;89;Sweater;Tops;TRICOT;81,77,50;Standard;Slim;;Rounded Neck;Long;;;;Midpoint;Sin Estampado;;TIME OFF;7/10/2024;1/12/2024;8;391;5;FALSE;39.99;10873;4283
2158;88;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;81,77,50;Midi;Slim;;Shirt-style collar;Short;;;Medium;;Sin Estampado;Authentic;TIME OFF;20/11/2023;11/2/2024;12;107;5;FALSE;39.99;9881;776
2159;89;Skirts;Bottoms;WOVEN;79,132,84;Long;Straight;Regular Waist;;;;;Light;;Sin Estampado;Lady;TIME OFF;27/5/2024;23/6/2024;4;34;5;FALSE;45.99;1750;95
2160;87;Shirt;Tops;WOVEN;243,242,238;Crop;Straight;;Rounded Neck;Short;;;Light;;Sin Estampado;Casual Chic;TIME OFF;5/6/2023;16/7/2023;6;189;4;FALSE;27.99;6797;4370
2162;87;Tops;Tops;CIRCULAR;245,244,238;Crop;Slim;;Rounded Neck;Wide Strap;;;Medium;;Sin Estampado;Expert;TIME OFF;26/6/2023;17/9/2023;12;108;5;FALSE;15.99;4336;1082
2164;89;Jackets;Outerwear;TRICOT;156,116,71;Short;Straight;;Peak Lapel;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;30/9/2024;8/12/2024;10;957;5;FALSE;49.99;16839;9544
2165;89;Parkas;Outerwear;WOVEN;81,77,50;Standard;Oversize;;Shirt-style collar;;;;Medium;;Sin Estampado;Ideal;TIME OFF;2/9/2024;10/11/2024;10;526;7;FALSE;129.99;19578;14697
2166;88;Sweatshirts;Tops;CIRCULAR;219,207,189;Standard;Oversize;;;;;;Medium;;Sin Estampado;Authentic;TIME OFF;19/2/2024;14/4/2024;8;83;3;FALSE;39.99;3340;415
2167;87;Tops;Tops;TRICOT;29,80,144;Standard;Slim;;Rounded Neck;Sleeveless;;;;Midpoint;Sin Estampado;Casual Chic;TIME OFF;16/10/2023;10/12/2023;8;220;3;FALSE;22.99;8255;1288
2169;88;Swimwear;Accesories, Swim and Intimate;CIRCULAR;242,160,157;;;;;;;;;;Sin Estampado;Casual Chic;TIME OFF;25/3/2024;30/6/2024;14;27;6;FALSE;29.99;536;254
2171;88;Trousers;Bottoms;SYNTHETIC LEATHER;0,0,0;Long;5 pockets;Regular Waist;;;;;;;Sin Estampado;Casual Chic;CASUAL WORK;11/12/2023;31/3/2024;16;1094;9;FALSE;39.99;48616;19431
2172;88;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;79,132,84;Midi;Straight;;Rounded Neck;Sleeveless;;;Light;;Sin Estampado;Ideal;TIME OFF;25/3/2024;2/6/2024;10;1117;11;FALSE;19.99;100782;43315
2173;86;Blazers;Outerwear;WOVEN;0,0,0;;;;Flap;Long;;;Light;;Sin Estampado;Lady;FORMAL WORK;27/3/2023;4/6/2023;10;263;7;TRUE;49.99;13021;6073
2174;87;Tops;Tops;TRICOT;233,227,214;Crop;Slim;;Rounded Neck;Wide Strap;;;;Fine point;Sin Estampado;Authentic;TIME OFF;22/5/2023;16/7/2023;8;994;11;FALSE;17.99;50780;17485
2175;87;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Midi;Slim;;Low cut;Short;;;Light;;Sin Estampado;Lady;CASUAL EVENT;10/7/2023;3/9/2023;8;726;11;FALSE;29.99;48469;24087
2177;86;Sweater;Tops;TRICOT;233,227,214;Standard;Straight;;Rounded Neck;Long;;;;Fine point;Sin Estampado;Lady;FORMAL EVENT;13/3/2023;7/5/2023;8;189;11;TRUE;39.99;5092;742
2178;88;Vest;Outerwear;WOVEN;229,77,78;Standard;Slim;;V-Neck;;;;Light;;Sin Estampado;Lady;FORMAL EVENT;25/3/2024;16/6/2024;12;912;7;FALSE;35.99;37213;9529
2179;87;Trousers;Bottoms;TRICOT;67,9,37;Standard;Straight;Adjustable / Rubber;;;;;;Fine point;Sin Estampado;Casual Chic;TIME OFF;4/9/2023;26/11/2023;12;96;5;FALSE;22.99;2849;2187
2180;87;T-shirt;Tops;CIRCULAR;245,244,238;Standard;Slim;;Rounded Neck;Short;;;Light;;Sin Estampado;Lady;TIME OFF;10/7/2023;1/10/2023;12;457;7;FALSE;12.99;32692;11348
2181;86;Shirt;Tops;WOVEN;226,211,110;Standard;Straight;;Close-fitting;Long;;;Light;;Sin Estampado;;FORMAL EVENT;20/3/2023;11/6/2023;12;65;5;FALSE;39.99;2172;966
2182;88;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Regular;;V-Neck;Short;;;Light;;Sin Estampado;Lady;TIME OFF;6/5/2024;30/6/2024;8;282;7;FALSE;22.99;21345;8098
2183;87;Tops;Tops;TRICOT;233,227,214;Standard;Slim;;Rounded Neck;Wide Strap;;;;Fine point;Sin Estampado;Authentic;TIME OFF;10/7/2023;3/9/2023;8;253;3;FALSE;25.99;4421;2421
2184;86;Shirt;Tops;WOVEN;242,240,235;Long;Oversize;;Mao;Short;;;Light;;Flores;Casual Chic;CASUAL WORK;10/4/2023;18/6/2023;10;855;7;FALSE;25.99;38796;33593
2186;87;Shirt;Tops;WOVEN;0,0,0;Standard;Slim;;V-Neck;Long;;;Light;;Animal;;CASUAL EVENT;23/10/2023;3/12/2023;6;411;7;FALSE;39.99;16083;2546
2187;87;Sweater;Tops;TRICOT;81,77,50;Medium;Straight;;Close-fitting;Long;;;;Fine point;Sin Estampado;Casual Chic;TIME OFF;28/8/2023;22/10/2023;8;1088;7;FALSE;25.99;37233;23321
2188;88;Shirt;Tops;WOVEN;0,130,195;Standard;Oversize;;Shirt-style collar;Long;;;Light;;Sin Estampado;Authentic;FORMAL WORK;15/4/2024;26/5/2024;6;142;3;FALSE;59.99;4794;995
2189;86;Coats;Outerwear;WOVEN;189,22,62;Long;Straight;;Flap;Long;;;Heavy;;Sin Estampado;Lady;CASUAL WORK;12/12/2022;19/2/2023;10;546;11;TRUE;119.99;13774;3841
2190;86;Dresses;Dresses, jumpsuits and Complete set;TRICOT;0,0,0;Midi;Slim;;Rounded Neck;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;13/2/2023;9/4/2023;8;276;7;FALSE;49.99;8046;5780
2191;86;Blazers;Outerwear;WOVEN;141,173,212;;;;Flap;Long;;;Light;;Sin Estampado;Lady;FORMAL WORK;27/3/2023;2/7/2023;14;1217;12;TRUE;49.99;76850;57705
2192;87;Skirts;Bottoms;CIRCULAR;177,179,180;Short;Straight;Regular Waist;;;;;Medium;;Sin Estampado;Expert;CASUAL EVENT;6/11/2023;31/12/2023;8;223;3;FALSE;29.99;6514;4547
2195;89;Shirt;Tops;WOVEN;245,244,238;Standard;Straight;;Shirt-style collar;Long;;;;;Sin Estampado;;FORMAL WORK;12/8/2024;6/10/2024;8;74;5;FALSE;45.99;2799;482
2196;87;T-shirt;Tops;TRICOT;0,0,0;Crop;Slim;;Rounded Neck;Sleeveless;;;;Fine point;Sin Estampado;Lady;TIME OFF;24/7/2023;15/10/2023;12;113;5;FALSE;15.99;7304;1393
2197;89;Dresses;Dresses, jumpsuits and Complete set;WOVEN;219,207,189;Long;Straight;;;;;;Light;;Sin Estampado;;CASUAL EVENT;3/6/2024;28/7/2024;8;855;5;FALSE;39.99;23328;10135
2198;86;Sweater;Tops;TRICOT;224,198,198;Medium;Slim;;Boat;Long;;;;Midpoint;Sin Estampado;;CASUAL WORK;16/1/2023;12/3/2023;8;1012;7;FALSE;25.99;21971;4246
2199;88;Skirts;Bottoms;WOVEN;0,0,0;Asymmetric;Slim;High Waist;;;;;Light;;Animal;;CASUAL EVENT;19/2/2024;14/4/2024;8;117;6;FALSE;35.99;7085;949
2200;88;Coats;Outerwear;WOVEN;0,0,0;Medium;Slim;;Flap;Long;;;Heavy;;Sin Estampado;Lady;FORMAL WORK;29/1/2024;7/4/2024;10;459;7;FALSE;89.99;13296;7819
2201;88;Shirt;Tops;WOVEN;238,131,102;Crop;Straight;;Mao;Long;;;Medium;;Sin Estampado;Authentic;CASUAL WORK;5/2/2024;28/4/2024;12;108;5;FALSE;45.99;2638;1346
