ID;id_season;family;category;fabric;color_rgb;length_type;silhouette_type;waist_type;neck_lapel_type;sleeve_length_type;heel_shape_type;toecap_type;woven_structure;knit_structure;print_type;archetype;moment;phase_in;phase_out;life_cycle_length;num_stores;num_sizes;has_plus_sizes;price;Production;weekly_demand
1905;invierno;Cardigans;Tops;CIRCULAR;0,0,0;Crop;Slim;;Rounded Neck;Long;;;Light;;Sin Estampado;Expert;CASUAL EVENT;30/10/2023;24/12/2023;8;447;3;FALSE;12.99;13237;7193
1908;invierno;Shorts;Bottoms;JEANS;245,244,238;Short;Paperbag;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;3/6/2024;25/8/2024;12;915;5;FALSE;25.99;18819;4465
1909;verano;Tops;Tops;SYNTHETIC LEATHER;0,0,0;Standard;Straight;;Rounded Neck;Wide Strap;;;Medium;;Sin Estampado;;CASUAL EVENT;23/1/2023;16/4/2023;12;245;3;FALSE;27.99;7825;5432
1910;verano;Sweater;Tops;TRICOT;229,53,129;Medium;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;;TIME OFF;27/3/2023;21/5/2023;8;805;7;FALSE;29.99;28584;17070
1912;invierno;Dresses;Dresses, jumpsuits and Complete set;SYNTHETIC LEATHER;0,0,0;Short;Straight;;V-Neck;Fine Strap;;;Medium;;Sin Estampado;Authentic;CASUAL EVENT;25/11/2024;19/1/2025;8;339;4;FALSE;35.99;12713;927
1913;verano;Jackets;Outerwear;TRICOT;49,47,72;Short;Straight;;Rounded Neck;Long;;;;Midpoint;Sin Estampado;;CASUAL WORK;11/12/2023;4/2/2024;8;882;11;TRUE;49.99;32565;12305
1915;invierno;T-shirt;Tops;TRICOT;242,160,157;Crop;Slim;;Rounded Neck;Sleeveless;;;;Fine point;Sin Estampado;Lady;TIME OFF;24/7/2023;15/10/2023;12;111;5;FALSE;15.99;4624;1357
1916;verano;Tops;Tops;WOVEN;0,0,0;Standard;Straight;;Low cut;Fine Strap;;;Light;;Sin Estampado;Casual Chic;FORMAL WORK;13/3/2023;21/5/2023;10;664;11;TRUE;17.99;36482;13924
1919;invierno;Cardigans;Tops;TRICOT;49,47,72;Short;Slim;;Close-fitting;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;16/10/2023;10/12/2023;8;837;7;FALSE;25.99;20504;7569
1921;verano;T-shirt;Tops;CIRCULAR;29,80,144;Standard;Relaxed;;V-Neck;;;;Light;;Sin Estampado;Lady;TIME OFF;1/5/2023;25/6/2023;8;479;7;FALSE;15.99;36331;23776
1922;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;233,227,214;Short;Slim;;Low cut;Wide Strap;;;Medium;;Sin Estampado;Lady;CASUAL EVENT;25/9/2023;19/11/2023;8;105;5;FALSE;59.99;4560;548
1924;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Short;Straight;;Wrap collar;Long;;;Light;;Geométric;Wow;FORMAL WORK;16/1/2023;26/3/2023;10;683;11;TRUE;29.99;45309;25778
1927;invierno;T-shirt;Tops;CIRCULAR;245,244,238;Standard;Straight;;Boat;Three quarters;;;Light;;Sin Estampado;Lady;TIME OFF;12/8/2024;1/12/2024;16;1134;7;FALSE;12.99;66208;14877
1928;invierno;Sweatshirts;Tops;CIRCULAR;243,242,238;Standard;Slim;;Turtle neck;Long;;;Light;;Sin Estampado;Lady;TIME OFF;21/10/2024;15/12/2024;8;349;7;FALSE;22.99;16289;2332
1929;invierno;Tops;Tops;TRICOT;0,0,0;Standard;Slim;;V-Neck;Fine Strap;;;;Fine point;Sin Estampado;Authentic;CASUAL WORK;22/5/2023;13/8/2023;12;1173;11;FALSE;17.99;166543;67712
1930;invierno;Trousers;Bottoms;WOVEN;233,227,214;Crop;Culotte;Adjustable / Rubber;;;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;24/7/2023;17/9/2023;8;154;5;FALSE;35.99;4579;2006
1931;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;133,65,142;Midi;Straight;;Rounded Neck;Short;;;;;Sin Estampado;;FORMAL EVENT;7/8/2023;17/9/2023;6;584;11;FALSE;59.99;12633;4520
1932;invierno;Trousers;Bottoms;WOVEN;49,47,72;Standard;Regular;High Waist;;;;;Light;;Sin Estampado;Lady;CASUAL WORK;4/11/2024;12/1/2025;10;72;5;FALSE;35.99;3669;242
1933;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;79,132,84;Short;Evase;;Low cut;Sleeveless;;;Light;;Flores;;TIME OFF;3/6/2024;14/7/2024;6;932;7;FALSE;27.99;28939;6237
1935;verano;Skirts;Bottoms;SYNTHETIC LEATHER;167,168,169;Short;Pencil;Low Waist;;;;;Medium;;Sin Estampado;;TIME OFF;15/4/2024;9/6/2024;8;103;5;FALSE;29.99;5400;393
1936;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;242,160,157;Short;Straight;;Low cut;Sleeveless;;;;;Sin Estampado;;CASUAL EVENT;3/6/2024;14/7/2024;6;468;4;FALSE;39.99;17292;5070
1939;verano;Skirts;Bottoms;WOVEN;178,211,178;Long;Straight;;;;;;;;Sin Estampado;Casual Chic;CASUAL WORK;22/4/2024;30/6/2024;10;384;7;FALSE;35.99;16910;7484
1940;invierno;Dresses;Dresses, jumpsuits and Complete set;TRICOT;116,60,69;Midi;Evase;;Turtle neck;Long;;;;Thick point;Sin Estampado;Ideal;CASUAL WORK;14/10/2024;8/12/2024;8;452;7;TRUE;39.99;19844;7588
1942;verano;Vest;Outerwear;JEANS;130,140,142;Standard;Straight;;V-Neck;;;;Medium;;Sin Estampado;;TIME OFF;25/3/2024;19/5/2024;8;1006;5;FALSE;29.99;38421;6370
1944;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;229,77,78;Midi;Straight;;Halter;Sleeveless;;;Light;;Sin Estampado;;FORMAL EVENT;8/4/2024;2/6/2024;8;805;7;FALSE;59.99;27163;10196
1945;invierno;Shorts;Bottoms;WOVEN;243,242,238;;Paperbag;Regular Waist;;;;;Light;;Sin Estampado;;TIME OFF;22/5/2023;16/7/2023;8;58;3;FALSE;22.99;3789;530
1947;verano;Jeans;Bottoms;JEANS;224,198,198;Crop;Flared / Bootcut;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;17/4/2023;25/6/2023;10;509;8;FALSE;35.99;27981;12876
1948;verano;Jeans;Bottoms;JEANS;23,26,28;Long;Flared / Bootcut;Low Waist;;;;;Medium;;Sin Estampado;;TIME OFF;30/1/2023;23/4/2023;12;781;8;FALSE;35.99;36338;11975
1950;invierno;Shirt;Tops;WOVEN;133,65,142;Standard;Regular;;Shirt-style collar;Long;;;Light;;Flores;;FORMAL WORK;30/9/2024;10/11/2024;6;949;11;TRUE;29.99;30324;27630
1951;verano;Shirt;Tops;WOVEN;225,204,175;Standard;Slim;;Turtle neck;Sleeveless;;;Light;;Sin Estampado;Lady;FORMAL WORK;13/2/2023;7/5/2023;12;929;7;FALSE;25.99;30580;9648
1952;invierno;Sweater;Tops;TRICOT;156,116,71;Standard;Slim;;Perkins;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;4/9/2023;26/11/2023;12;1167;7;FALSE;19.99;61684;37301
1953;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;189,22,62;Short;Evase;;Close-fitting;Long;;;Light;;Flores;Casual Chic;CASUAL WORK;6/3/2023;16/4/2023;6;566;7;FALSE;29.99;33569;6116
1955;verano;Jackets;Outerwear;SYNTHETIC LEATHER;129,105,81;Medium;Oversize;;Shirt-style collar;Long;;;Heavy;;Sin Estampado;Wow;TIME OFF;20/3/2023;30/4/2023;6;300;5;FALSE;69.99;15777;10173
1956;verano;Poloshirts;Tops;CIRCULAR;49,47,72;;;;;;;;;;Sin Estampado;Lady;TIME OFF;8/4/2024;5/5/2024;4;17;3;FALSE;29.99;325;81
1957;invierno;Leggings and joggers;Bottoms;CIRCULAR;0,0,0;Long;;Adjustable / Rubber;;;;;Light;;Sin Estampado;Lady;TIME OFF;5/6/2023;19/11/2023;24;151;10;FALSE;12.99;10024;1628
1958;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;233,227,214;Short;Evase;;Low cut;Long;;;Light;;Sin Estampado;Authentic;CASUAL WORK;1/1/2024;11/2/2024;6;83;5;FALSE;39.99;4589;2615
1959;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;188,154,54;Long;Evase;;Asymmetric;Sleeveless;;;Light;;Sin Estampado;Expert;FORMAL EVENT;12/2/2024;5/5/2024;12;116;4;FALSE;59.99;2688;1620
1960;invierno;Intimate;Accesories, Swim and Intimate;WOVEN;141,173,212;;;;;;;;;;Sin Estampado;Expert;TIME OFF;19/8/2024;10/11/2024;12;39;5;FALSE;29.99;1341;299
1962;invierno;Sweater;Tops;TRICOT;233,227,214;Standard;Straight;;Turtle neck;Long;;;;Midpoint;Sin Estampado;Casual Chic;TIME OFF;16/10/2023;10/12/2023;8;877;6;FALSE;39.99;16921;10592
1963;verano;Sweater;Tops;TRICOT;233,227,214;Standard;Straight;;Rounded Neck;Long;;;;Thick point;Sin Estampado;Ideal;TIME OFF;29/1/2024;24/3/2024;8;996;5;FALSE;35.99;30274;8559
1965;invierno;Shorts;Bottoms;JEANS;233,227,214;Short;Straight;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;17/6/2024;8/9/2024;12;460;7;FALSE;25.99;23092;8709
1966;verano;Jackets;Outerwear;WOVEN;141,173,212;;;;;;;;;;Sin Estampado;;FORMAL WORK;29/1/2024;24/3/2024;8;969;7;FALSE;69.99;30448;9586
1967;invierno;Dresses;Dresses, jumpsuits and Complete set;TRICOT;145,145,144;Short;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;;CASUAL WORK;30/9/2024;24/11/2024;8;1159;5;FALSE;29.99;45175;12896
1968;verano;Shirt;Tops;WOVEN;242,240,235;Standard;Slim;;Shirt-style collar;Long;;;Light;;Sin Estampado;;CASUAL WORK;8/4/2024;2/6/2024;8;923;6;FALSE;25.99;29907;11166
1969;verano;Jeans;Bottoms;JEANS;219,207,189;Long;Cargo;Regular Waist;;;;;Medium;;Sin Estampado;Lady;TIME OFF;8/5/2023;2/7/2023;8;366;8;FALSE;39.99;22876;3981
1971;verano;Jeans;Bottoms;JEANS;0,0,0;Standard;Push Up;Low Waist;;;;;Medium;;Sin Estampado;;TIME OFF;5/12/2022;26/3/2023;16;1074;12;TRUE;25.99;97724;48023
1972;invierno;Trousers;Bottoms;WOVEN;0,0,0;Maxi;Jogger;Adjustable / Rubber;;;;;;;Sin Estampado;;TIME OFF;20/5/2024;28/7/2024;10;420;7;FALSE;29.99;21874;7737
1975;verano;Parkas;Outerwear;WOVEN;81,77,50;Short;Oversize;;Hood;;;;Heavy;;Sin Estampado;Casual Chic;TIME OFF;18/3/2024;26/5/2024;10;275;4;FALSE;59.99;13353;2744
1976;invierno;Skirts;Bottoms;TRICOT;225,204,175;Midi;Evase;Adjustable / Rubber;;;;;;Fine point;Sin Estampado;Lady;CASUAL WORK;21/8/2023;15/10/2023;8;500;7;FALSE;29.99;23591;4972
1977;verano;T-shirt;Tops;CIRCULAR;81,77,50;Standard;Straight;;Rounded Neck;Long;;;Light;;Sin Estampado;Authentic;CASUAL WORK;19/2/2024;14/4/2024;8;294;3;FALSE;12.99;20018;6091
1978;invierno;Shirt;Tops;JEANS;34,38,47;Standard;Regular;;Shirt-style collar;Long;;;Medium;;Sin Estampado;;TIME OFF;5/8/2024;29/9/2024;8;364;3;FALSE;35.99;12689;2914
1979;invierno;Skirts;Bottoms;JEANS;81,77,50;Short;Straight;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;24/7/2023;15/10/2023;12;245;7;FALSE;25.99;8116;5278
1980;invierno;Skirts;Bottoms;JEANS;245,244,238;Short;Straight;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;5/6/2023;27/8/2023;12;699;11;FALSE;22.99;36133;26057
1981;invierno;Dresses;Dresses, jumpsuits and Complete set;TRICOT;30,40,101;Long;Slim;;Low cut;Fine Strap;;;;Thick point;Sin Estampado;;CASUAL EVENT;27/5/2024;21/7/2024;8;1024;7;FALSE;29.99;28193;17862
1982;verano;Trousers;Bottoms;WOVEN;240,226,164;Long;Straight;High Waist;;;;;Light;;Sin Estampado;Ideal;FORMAL EVENT;10/4/2023;4/6/2023;8;158;7;FALSE;49.99;8829;1380
1983;verano;Jeans;Bottoms;JEANS;63,102,137;Long;Cargo;Regular Waist;;;;;Medium;;Sin Estampado;Wow;TIME OFF;27/2/2023;23/4/2023;8;70;8;FALSE;39.99;1713;535
1984;invierno;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Regular;;V-Neck;Short;;;Light;;Sin Estampado;;TIME OFF;17/6/2024;6/10/2024;16;1112;10;FALSE;12.99;45294;4658
1985;verano;Shorts;Bottoms;WOVEN;178,211,178;Short;Straight;High Waist;;;;;Light;;Sin Estampado;Lady;FORMAL WORK;20/11/2023;11/2/2024;12;72;5;FALSE;29.99;6462;1188
1986;invierno;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Straight;;Rounded Neck;Short;;;Light;;Sin Estampado;Lady;CASUAL WORK;5/8/2024;13/10/2024;10;482;5;FALSE;15.99;29952;17362
1987;verano;Jumpsuit;Dresses, jumpsuits and Complete set;CIRCULAR;233,227,214;Long;Straight;;Rounded Neck;Short;;;Light;;Sin Estampado;;CASUAL WORK;30/1/2023;23/4/2023;12;143;5;FALSE;29.99;6148;2951
1989;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Short;Slim;;V-Neck;Sleeveless;;;Light;;Sin Estampado;Ideal;FORMAL WORK;10/4/2023;4/6/2023;8;920;11;TRUE;35.99;39277;14217
1991;invierno;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;233,227,214;Short;Slim;;;;;;;;Sin Estampado;Expert;TIME OFF;5/6/2023;30/7/2023;8;271;5;FALSE;35.99;16173;4590
1992;verano;Jeans;Bottoms;JEANS;23,26,28;Crop;Flared / Flare;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;11/12/2023;28/4/2024;20;1199;12;TRUE;25.99;141280;100770
1994;invierno;Trousers;Bottoms;WOVEN;29,80,144;Standard;Straight;Adjustable / Rubber;;;;;Light;;Sin Estampado;Ideal;CASUAL WORK;23/9/2024;29/12/2024;14;87;5;FALSE;29.99;5767;584
1995;verano;Cardigans;Tops;TRICOT;235,205,207;Short;Straight;;V-Neck;Long;;;;Thick point;Sin Estampado;Lady;TIME OFF;4/12/2023;11/2/2024;10;489;7;FALSE;29.99;13943;4534
1996;invierno;Jackets;Outerwear;WOVEN;233,227,214;Medium;Oversize;;Shirt-style collar;Long;;;Medium;;Sin Estampado;Casual Chic;TIME OFF;2/9/2024;24/11/2024;12;996;7;FALSE;59.99;40127;20143
1998;invierno;Dresses;Dresses, jumpsuits and Complete set;TRICOT;132,97,71;Midi;Evase;;Close-fitting;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;26/8/2024;20/10/2024;8;910;7;TRUE;29.99;40534;8145
1999;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;79,132,84;Midi;Straight;;Off Shoulder;Wide Strap;;;Medium;;Sin Estampado;;FORMAL EVENT;29/7/2024;6/10/2024;10;271;7;FALSE;49.99;10819;5201
2000;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;189,22,62;Long;;;V-Neck;Long;;;Light;;Flores;;FORMAL WORK;2/10/2023;12/11/2023;6;535;5;FALSE;59.99;13797;5764
2001;verano;Swimwear;Accesories, Swim and Intimate;CIRCULAR;0,0,0;;Classical;;;;;;;;Sin Estampado;Expert;TIME OFF;26/2/2024;16/6/2024;16;35;6;TRUE;22.99;859;431
2002;verano;Sweater;Tops;TRICOT;156,116,71;Standard;Slim;;Perkins;Long;;;;Fine point;Sin Estampado;Lady;CASUAL WORK;27/11/2023;4/2/2024;10;1073;7;FALSE;19.99;45583;31281
2003;invierno;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Short;Slim;;Asymmetric;Fine Strap;;;Light;;Sin Estampado;Ideal;CASUAL EVENT;3/7/2023;27/8/2023;8;135;3;FALSE;39.99;10128;1092
2004;invierno;Jeans;Bottoms;JEANS;24,38,60;Long;Wide leg;Low Waist;;;;;;;Sin Estampado;;TIME OFF;23/9/2024;17/11/2024;8;242;5;FALSE;39.99;6398;4715
2005;verano;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Short;Evase;;;;;;;;Sin Estampado;;CASUAL EVENT;8/4/2024;16/6/2024;10;470;5;FALSE;25.99;36534;18325
2006;invierno;Shirt;Tops;WOVEN;243,242,238;Long;Oversize;;Shirt-style collar;Long;;;Light;;Otros Estampados;;CASUAL EVENT;29/5/2023;9/7/2023;6;227;7;FALSE;39.99;15460;7423
2007;invierno;Tops;Tops;CIRCULAR;233,227,214;Standard;Slim;;;Fine Strap;;;Light;;Sin Estampado;Lady;TIME OFF;15/7/2024;1/12/2024;20;685;6;FALSE;9.99;42382;13425
2008;verano;Shirt;Tops;WOVEN;233,227,214;Standard;Straight;;Shirt-style collar;Long;;;Light;;Sin Estampado;Authentic;CASUAL WORK;1/1/2024;11/2/2024;6;76;5;FALSE;35.99;4689;2513
2009;verano;Intimate;Accesories, Swim and Intimate;WOVEN;141,173,212;;;;;;;;;;Sin Estampado;Ideal;TIME OFF;6/3/2023;25/6/2023;16;45;3;FALSE;49.99;770;139
2010;invierno;Intimate;Accesories, Swim and Intimate;CIRCULAR;183,118,110;;;;;;;;;;Sin Estampado;Authentic;TIME OFF;22/7/2024;5/1/2025;24;65;5;FALSE;35.99;1484;840
2011;invierno;Tops;Tops;WOVEN;242,240,235;Standard;Straight;;Draped;Fine Strap;;;Light;;Sin Estampado;Expert;FORMAL WORK;16/9/2024;10/11/2024;8;130;4;FALSE;39.99;3761;1027
2012;verano;Skirts;Bottoms;TRICOT;211,31,35;Short;;;;;;;;Handmade;Sin Estampado;Ideal;TIME OFF;1/4/2024;26/5/2024;8;35;5;FALSE;39.99;2097;235
2014;verano;Jeans;Bottoms;JEANS;45,57,78;Standard;Skinny;Adjustable / Rubber;;;;;Medium;;Sin Estampado;Ideal;TIME OFF;18/12/2023;2/6/2024;24;48;5;FALSE;29.99;1615;1621
2015;invierno;Jackets;Outerwear;SYNTHETIC LEATHER;0,0,0;Standard;Straight;;Shirt-style collar;Long;;;Medium;;Sin Estampado;;TIME OFF;14/10/2024;22/12/2024;10;600;7;FALSE;59.99;17102;5763
2016;invierno;Skirts;Bottoms;JEANS;23,26,28;Midi;Straight;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;27/5/2024;18/8/2024;12;962;11;TRUE;25.99;95444;35240
2017;invierno;T-shirt;Tops;CIRCULAR;102,102,102;Standard;Slim;;Rounded Neck;Long;;;Light;;Sin Estampado;Ideal;CASUAL WORK;16/9/2024;24/11/2024;10;394;6;FALSE;12.99;33643;15909
2018;verano;Skirts;Bottoms;SYNTHETIC LEATHER;0,0,0;Midi;Pencil;;;;;;;;Sin Estampado;Lady;FORMAL WORK;11/12/2023;31/3/2024;16;1167;11;FALSE;29.99;107313;41018
2019;invierno;Shorts;Bottoms;JEANS;29,80,144;Short;Straight;Adjustable / Rubber;;;;;Light;;Sin Estampado;;TIME OFF;5/6/2023;13/8/2023;10;349;7;FALSE;25.99;16458;7740
2020;invierno;Sweater;Tops;TRICOT;141,173,212;Standard;Oversize;;Close-fitting;Long;;;;Thick point;Sin Estampado;Lady;TIME OFF;30/10/2023;24/12/2023;8;1168;11;FALSE;29.99;46431;26614
2021;verano;Skirts;Bottoms;CIRCULAR;0,0,0;Crop;Straight;High Waist;;;;;Light;;Sin Estampado;Lady;CASUAL WORK;30/1/2023;26/3/2023;8;874;7;FALSE;22.99;24926;10934
2022;invierno;Skirts;Bottoms;WOVEN;0,0,0;Long;Evase;;;;;;;;Sin Estampado;Lady;FORMAL WORK;26/6/2023;12/11/2023;20;174;5;FALSE;25.99;13694;6296
2023;invierno;Tops;Tops;TRICOT;0,0,0;Crop;Slim;;Close-fitting;Wide Strap;;;;Fine point;Sin Estampado;;TIME OFF;3/6/2024;28/7/2024;8;1119;11;TRUE;17.99;25997;3276
2024;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;156,116,71;Short;Straight;;Low cut;Wide Strap;;;Light;;Sin Estampado;Casual Chic;TIME OFF;26/6/2023;12/11/2023;20;237;5;FALSE;29.99;4788;505
2025;invierno;Skirts;Bottoms;WOVEN;116,60,69;Maxi;Evase;Regular Waist;;;;;Light;;Sin Estampado;;FORMAL WORK;28/10/2024;5/1/2025;10;517;7;FALSE;39.99;17342;7938
2026;invierno;Sweater;Tops;TRICOT;0,0,0;Standard;Straight;;Perkins;Long;;;;Midpoint;Sin Estampado;;CASUAL WORK;21/10/2024;15/12/2024;8;1174;11;TRUE;29.99;43523;13592
2027;invierno;Intimate;Accesories, Swim and Intimate;CIRCULAR;243,242,238;;;;;;;;;;Sin Estampado;Authentic;TIME OFF;12/8/2024;10/11/2024;13;63;5;FALSE;45.99;6217;428
2028;invierno;Jeans;Bottoms;JEANS;63,102,137;Crop;Straight;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;14/8/2023;3/12/2023;16;932;12;FALSE;29.99;66474;35975
2029;invierno;Sweater;Tops;TRICOT;45,50,88;Medium;Straight;;Rounded Neck;Long;;;;Thick point;Sin Estampado;Wow;TIME OFF;30/10/2023;24/12/2023;8;509;7;FALSE;39.99;15383;4759
2030;invierno;Blazers;Outerwear;WOVEN;129,105,81;;;;Flap;Long;;;Medium;;Sin Estampado;Ideal;CASUAL WORK;14/10/2024;22/12/2024;10;346;7;FALSE;69.99;10035;3700
2032;invierno;Jackets;Outerwear;WOVEN;61,40,49;Standard;Oversize;;Shirt-style collar;Long;;;Heavy;;Sin Estampado;Ideal;TIME OFF;4/9/2023;12/11/2023;10;162;7;FALSE;69.99;9893;664
2033;invierno;Jeans;Bottoms;JEANS;97,91,78;Long;Wide leg;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;24/7/2023;15/10/2023;12;263;8;FALSE;29.99;10562;4485
2034;invierno;Poloshirts;Tops;CIRCULAR;0,0,0;Standard;Slim;;Pole;Short;;;Light;;Sin Estampado;Ideal;TIME OFF;7/8/2023;1/10/2023;8;957;7;FALSE;17.99;32698;11153
2036;invierno;Sweater;Tops;TRICOT;67,9,37;Standard;Straight;;Turtle neck;Long;;;;Fine point;Sin Estampado;Ideal;CASUAL WORK;14/10/2024;8/12/2024;8;446;5;FALSE;29.99;14700;9688
2037;invierno;Jumpsuit;Dresses, jumpsuits and Complete set;JEANS;23,26,28;Long;;;;;;;Medium;;Sin Estampado;;TIME OFF;25/9/2023;19/11/2023;8;53;5;FALSE;49.99;2481;530
2038;verano;Swimwear;Accesories, Swim and Intimate;CIRCULAR;0,0,0;;;;;;;;;;Sin Estampado;Expert;TIME OFF;26/2/2024;16/6/2024;16;87;4;FALSE;19.99;8151;1619
2040;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;42,49,66;Short;Slim;;Close-fitting;Sleeveless;;;Elastic;;Sin Estampado;;CASUAL WORK;29/1/2024;10/3/2024;6;197;5;FALSE;45.99;11486;1893
2041;invierno;T-shirt;Tops;CIRCULAR;79,132,84;Standard;Regular;;Boat;Short;;;Light;;Sin Estampado;;TIME OFF;3/6/2024;11/8/2024;10;480;5;FALSE;19.99;17372;20231
2043;verano;Trousers;Bottoms;WOVEN;0,0,0;;;Adjustable / Rubber;;;;;Light;;Sin Estampado;;FORMAL EVENT;28/11/2022;22/1/2023;8;248;7;FALSE;39.99;9530;3383
2044;verano;Jackets;Outerwear;WOVEN;233,227,214;Medium;Straight;;Close-fitting;Long;;;Medium;;Sin Estampado;;FORMAL WORK;26/2/2024;21/4/2024;8;175;11;TRUE;69.99;8872;1647
2046;invierno;Trousers;Bottoms;WOVEN;233,227,214;Long;Palazzo;Regular Waist;;;;;Light;;Sin Estampado;;FORMAL WORK;12/8/2024;20/10/2024;10;169;5;FALSE;49.99;7964;880
2048;verano;Shirt;Tops;WOVEN;245,244,238;Long;Oversize;;Shirt-style collar;Long;;;;;Sin Estampado;Cosmopolitan;FORMAL EVENT;25/3/2024;19/5/2024;8;50;3;FALSE;69.99;1848;331
2052;invierno;Dresses;Dresses, jumpsuits and Complete set;WOVEN;245,244,238;Short;Evase;;Close-fitting;Sleeveless;;;Light;;Sin Estampado;Casual Chic;TIME OFF;5/6/2023;16/7/2023;6;319;4;FALSE;45.99;11594;2493
2053;verano;Trousers;Bottoms;WOVEN;17,71,96;Long;Palazzo;High Waist;;;;;Light;;Sin Estampado;;CASUAL EVENT;28/11/2022;19/2/2023;12;119;5;FALSE;45.99;3347;1145
2054;verano;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Midi;Straight;;Off Shoulder;Sleeveless;;;Light;;Sin Estampado;;FORMAL EVENT;6/5/2024;30/6/2024;8;533;5;FALSE;49.99;19738;3137
2055;invierno;Sweater;Tops;TRICOT;129,105,81;Medium;Straight;;Boat;Long;;;;Thick point;Sin Estampado;Lady;TIME OFF;23/9/2024;17/11/2024;8;166;3;FALSE;29.99;5458;1349
2056;verano;Shirt;Tops;CIRCULAR;133,121,110;Standard;Regular;;Shirt-style collar;Long;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;27/11/2023;18/2/2024;12;877;7;FALSE;25.99;31668;10835
2057;invierno;Sweater;Tops;TRICOT;72,38,58;Standard;Straight;;Turtle neck;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;9/10/2023;3/12/2023;8;791;7;FALSE;19.99;39662;17161
2058;verano;Intimate;Accesories, Swim and Intimate;TRICOT;43,42,113;;;;;;;;;Thick point;Sin Estampado;Authentic;TIME OFF;29/1/2024;23/6/2024;21;56;3;FALSE;39.99;884;298
2059;verano;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;29,80,144;Short;Evase;;Wrap collar;Long;;;Light;;Flores;;TIME OFF;27/2/2023;23/4/2023;8;739;7;FALSE;25.99;39470;4164
2060;invierno;Jackets;Outerwear;WOVEN;245,244,238;Medium;;;Close-fitting;Long;;;;;Sin Estampado;;FORMAL WORK;29/7/2024;6/10/2024;10;309;7;FALSE;59.99;13923;1768
2061;verano;T-shirt;Tops;CIRCULAR;0,0,0;;Slim;;V-Neck;Long;;;Light;;Sin Estampado;;TIME OFF;30/1/2023;26/3/2023;8;586;7;FALSE;15.99;24764;8000
2062;invierno;Sweater;Tops;TRICOT;141,173,212;Standard;Slim;;Boat;Long;;;;Midpoint;Sin Estampado;;TIME OFF;30/9/2024;24/11/2024;8;1131;7;FALSE;29.99;44240;31292
2064;verano;Skirts;Bottoms;WOVEN;79,132,84;Long;Straight;Regular Waist;;;;;Light;;Flores;Casual Chic;CASUAL WORK;13/3/2023;23/4/2023;6;488;11;TRUE;25.99;19616;4039
2065;invierno;Shirt;Tops;WOVEN;226,211,110;Standard;Oversize;;Rounded Neck;Long;;;Light;;Paisley;;TIME OFF;24/7/2023;3/9/2023;6;842;11;FALSE;29.99;28584;5900
2066;verano;Intimate;Accesories, Swim and Intimate;WOVEN;29,80,144;Long;;;;;;;;;Sin Estampado;Casual Chic;TIME OFF;20/3/2023;3/9/2023;24;61;3;FALSE;29.99;1195;1571
2067;verano;Trousers;Bottoms;CIRCULAR;162,130,120;Long;Straight;;;;;;;;Sin Estampado;Authentic;TIME OFF;4/12/2023;28/1/2024;8;597;7;FALSE;25.99;25331;15321
