ID;id_season;weekly_demand;family;category;fabric;color_rgb;length_type;silhouette_type;waist_type;neck_lapel_type;sleeve_length_type;heel_shape_type;toecap_type;woven_structure;knit_structure;print_type;archetype;moment;phase_in;phase_out;life_cycle_length;num_stores;num_sizes;has_plus_sizes;price;Production
875;88;1200;16;1;5;178;9;27;1;-1;-1;;;3;-1;20;2;1;73;37;12;90;5;False;29.99;5168
876;88;10141;22;4;0;162;10;25;-1;2;3;;;2;-1;20;4;4;40;17;12;458;6;False;9.99;20189
877;88;19159;24;1;5;38;4;27;0;-1;-1;;;-1;-1;20;1;1;99;64;12;803;7;False;29.99;31586
878;86;1004;15;4;5;37;3;25;-1;2;2;;;2;-1;19;0;4;84;65;8;97;3;False;25.99;6452
880;87;8297;3;3;4;138;10;21;-1;19;1;;;-1;2;20;0;4;37;18;8;829;5;False;49.99;25934
883;89;2237;23;3;5;0;4;27;-1;20;-1;;;3;-1;20;5;3;94;9;10;197;7;False;119.99;10634
884;86;13520;4;2;4;116;7;25;-1;22;1;;;-1;0;20;-1;1;55;43;8;892;7;False;29.99;30038
885;89;4750;4;2;4;0;7;8;-1;22;1;;;-1;3;20;4;1;49;28;8;1060;11;True;39.99;28971
886;89;340;5;0;5;37;-1;-1;-1;-1;-1;;;-1;-1;20;3;4;68;35;12;48;5;False;29.99;1318
887;88;3601;6;3;0;158;10;27;-1;19;1;;;2;-1;20;0;4;99;64;12;519;5;False;19.99;13061
888;89;18847;18;4;4;162;10;27;-1;3;1;;;-1;2;20;-1;1;108;87;8;995;5;False;29.99;30260
890;87;3813;24;1;5;162;4;27;1;-1;-1;;;3;-1;20;0;1;74;45;12;191;5;False;39.99;5505
892;88;1662;22;4;5;67;10;27;-1;14;5;;;2;-1;20;-1;4;78;5;6;215;3;False;29.99;9991
893;88;34986;24;1;0;0;10;11;0;-1;-1;;;2;-1;20;2;4;6;88;12;928;7;False;25.99;44859
896;89;497;6;3;5;52;10;-1;-1;20;1;;;2;-1;20;-1;1;80;53;8;67;4;False;35.99;5638
897;87;3079;21;4;0;222;10;25;-1;-1;2;;;2;-1;20;0;4;100;27;6;214;5;False;12.99;16160
899;86;845;15;4;5;70;3;25;-1;3;2;;;3;-1;20;-1;4;43;16;12;107;5;False;22.99;4587
900;88;24134;17;1;5;0;7;27;3;-1;-1;;;2;-1;7;5;1;27;5;8;1176;11;False;29.99;47374
901;88;2421;21;4;0;0;10;25;-1;3;2;;;2;-1;20;0;4;78;58;8;314;5;False;15.99;20070
902;86;1707;24;1;4;138;4;16;0;-1;-1;;;-1;3;20;-1;4;96;82;8;98;11;True;35.99;2723
903;87;1542;7;1;1;208;4;27;3;-1;-1;;;3;-1;20;-1;0;35;19;4;83;8;False;59.99;2464
904;86;5775;22;4;0;29;10;25;-1;19;0;;;2;-1;20;1;4;70;57;8;658;7;False;12.99;27483
905;87;7405;4;2;5;0;4;8;-1;7;0;;;2;-1;20;-1;0;105;32;6;422;7;False;49.99;21728
906;87;4240;15;4;1;181;10;25;-1;20;1;;;3;-1;20;-1;1;12;106;8;328;7;False;29.99;13676
908;87;23254;4;2;5;132;4;27;-1;11;0;;;2;-1;7;0;1;105;32;6;1132;7;False;39.99;48877
909;88;3570;7;1;1;219;4;26;3;-1;-1;;;-1;-1;20;-1;4;15;60;6;316;6;False;39.99;15617
910;89;4722;4;2;5;222;4;8;-1;26;3;;;2;-1;7;-1;4;42;26;4;872;11;True;29.99;37487
912;88;2144;15;4;0;225;10;8;-1;19;1;;;2;-1;20;5;1;15;101;12;424;11;False;25.99;23618
913;88;12802;15;4;5;222;3;21;-1;20;2;;;2;-1;20;-1;1;27;5;8;756;5;False;25.99;23304
914;88;15692;7;1;1;212;10;10;1;-1;-1;;;3;-1;20;-1;4;73;100;10;626;8;False;35.99;44736
915;89;2787;15;4;1;191;-1;21;-1;20;1;;;3;-1;20;5;4;56;35;8;380;5;False;29.99;23563
916;87;3481;4;2;5;61;9;8;-1;26;1;;;2;-1;20;-1;1;57;97;6;340;7;False;29.99;15890
917;88;24416;0;3;5;116;10;27;-1;5;1;;;3;-1;20;4;3;1;31;10;1064;7;False;59.99;42162
918;88;4842;17;1;3;0;7;-1;-1;-1;-1;;;-1;-1;20;-1;1;39;7;12;583;11;False;45.99;19489
919;87;2275;4;2;0;203;9;25;-1;22;1;;;2;-1;20;1;0;6;97;8;195;3;False;39.99;4980
920;89;1196;22;4;0;0;10;25;-1;25;3;;;2;-1;20;5;4;60;39;8;342;6;False;7.99;12921
921;89;8076;24;1;5;166;5;11;0;-1;-1;;;-1;-1;20;-1;4;72;103;10;402;7;False;29.99;18333
922;86;40678;18;4;4;50;10;27;-1;24;1;;;-1;0;20;-1;1;18;104;8;1128;11;True;19.99;60075
923;88;3423;22;4;4;138;10;25;-1;11;5;;;-1;3;20;5;4;78;5;6;490;4;False;19.99;15590
925;89;10113;15;4;1;162;3;15;-1;20;2;;;2;-1;20;-1;4;72;51;8;509;7;False;25.99;30650
926;87;1143;17;1;4;138;9;25;0;-1;-1;;;-1;2;20;0;4;109;88;8;191;3;False;29.99;4751
927;87;2373;24;1;5;206;-1;-1;1;-1;-1;;;3;-1;20;5;3;110;71;16;121;5;False;29.99;3482
929;87;925;14;3;5;0;10;15;-1;22;1;;;1;-1;20;4;0;57;36;8;377;7;False;79.99;11497
930;87;45022;16;1;1;208;9;25;1;-1;-1;;;3;-1;20;-1;4;79;46;12;843;8;False;22.99;51106
931;88;6879;22;4;4;194;10;25;-1;3;3;;;-1;2;20;0;4;66;49;8;707;4;False;19.99;18229
932;87;591;4;2;0;0;9;25;-1;-1;-1;;;-1;-1;20;1;0;23;1;8;77;3;False;39.99;6643
933;87;993;22;4;0;212;3;25;-1;19;5;;;3;-1;20;3;4;93;61;12;107;5;False;15.99;4254
935;89;5789;21;4;0;166;10;25;-1;19;2;;;2;-1;20;-1;4;9;62;24;135;6;False;7.99;59119
937;87;14322;15;4;5;162;3;27;-1;22;1;;;2;-1;20;-1;3;23;54;10;1181;5;False;25.99;34119
938;89;24315;18;4;4;0;10;27;-1;19;2;;;-1;0;20;-1;4;29;105;12;1161;7;False;19.99;51069
939;89;2370;21;4;0;225;10;25;-1;22;1;;;2;-1;20;5;1;49;28;8;319;5;False;17.99;16511
940;88;363;20;0;0;225;-1;-1;-1;-1;-1;;;-1;-1;20;6;4;103;70;16;38;6;False;39.99;900
941;86;26792;0;3;5;31;-1;-1;-1;-1;-1;;;-1;-1;20;5;3;45;12;12;821;11;False;59.99;39547
942;86;340;20;0;0;75;-1;-1;-1;-1;-1;;;-1;-1;20;4;4;96;82;8;45;4;False;19.99;3389
943;88;14338;15;4;5;162;10;25;-1;20;1;;;2;-1;20;-1;3;103;85;8;988;7;False;29.99;41965
944;88;1599;24;1;5;140;4;27;1;-1;-1;;;2;-1;20;5;3;73;37;12;114;5;False;39.99;7232
947;88;3518;4;2;4;0;7;25;-1;17;1;;;-1;0;20;0;4;51;33;8;476;7;False;29.99;20619
948;89;18253;24;1;5;225;10;-1;3;-1;-1;;;2;-1;20;-1;3;82;55;12;1072;13;True;39.99;37005
950;86;7244;8;2;1;134;4;27;-1;20;1;;;3;-1;20;-1;4;18;104;8;338;5;False;59.99;16582
951;87;1696;7;1;1;134;10;24;0;-1;-1;;;3;-1;20;-1;4;86;61;8;22;5;False;29.99;2498
952;86;8545;15;4;5;160;10;27;-1;4;3;;;2;-1;20;5;3;107;95;8;533;5;False;25.99;25061
953;86;12684;2;4;4;0;10;27;-1;-1;-1;;;-1;0;20;-1;1;55;43;8;1107;7;False;35.99;36511
954;89;646;2;4;4;178;10;27;-1;19;1;;;-1;0;20;0;4;101;81;8;135;5;False;39.99;3448
956;89;5198;4;2;4;0;9;8;-1;24;1;;;-1;2;20;-1;4;9;103;8;276;3;False;39.99;7004
957;88;2983;7;1;1;25;3;14;1;-1;-1;;;3;-1;20;-1;4;103;85;8;265;8;False;29.99;12629
958;89;4654;22;4;5;0;4;25;-1;4;5;;;3;-1;20;-1;0;49;28;8;702;5;False;25.99;20345
959;88;1444;21;4;0;0;10;21;-1;-1;-1;;;-1;-1;20;0;4;66;60;4;128;3;False;15.99;17499
960;87;8338;18;4;4;123;10;25;-1;3;2;;;-1;0;20;0;1;86;61;8;511;7;False;17.99;31741
961;87;5129;4;2;1;70;7;27;-1;3;5;;;3;-1;20;-1;4;35;8;8;508;6;False;29.99;22459
962;89;15797;6;3;5;0;10;27;-1;-1;-1;;;-1;-1;20;0;1;68;35;12;904;7;False;49.99;39177
963;87;10169;4;2;5;133;4;8;-1;11;0;;;2;-1;20;0;1;79;59;8;389;7;False;35.99;20430
964;86;14009;18;4;4;138;10;27;-1;19;1;;;-1;2;20;-1;4;102;78;8;720;7;False;39.99;15846
965;86;6550;24;1;5;222;4;27;3;-1;-1;;;3;-1;20;4;3;8;102;8;341;8;False;45.99;13734
966;87;6446;24;1;5;225;-1;-1;1;-1;-1;;;3;-1;20;1;3;57;36;8;435;8;False;39.99;12340
969;89;5467;25;3;4;212;10;27;-1;22;-1;;;-1;2;20;-1;4;49;28;8;419;3;False;29.99;12593
970;86;9628;22;4;5;85;10;27;-1;11;0;;;2;-1;20;1;3;45;76;10;509;7;True;17.99;27652
971;88;793;15;4;5;138;10;27;-1;20;1;;;2;-1;20;1;3;0;37;6;53;5;False;27.99;3873
973;87;22231;18;4;4;206;10;27;-1;22;1;;;-1;2;20;5;4;23;1;8;792;7;False;29.99;51982
974;88;37257;4;2;0;0;7;27;-1;19;3;;;2;-1;20;4;4;88;5;10;1121;11;False;19.99;118446
976;86;16568;8;2;5;31;4;27;-1;11;3;;;-1;-1;20;5;2;45;23;8;579;6;False;49.99;25641
977;89;4883;16;1;1;208;-1;27;3;-1;-1;;;-1;-1;20;-1;4;60;26;12;1065;8;False;25.99;44443
978;88;832;15;4;5;23;10;27;-1;20;1;;;2;-1;7;-1;3;0;89;8;190;5;False;29.99;10824
979;86;24732;22;4;4;211;10;27;-1;19;5;;;-1;0;20;-1;1;97;65;12;699;7;False;19.99;32886
980;87;9062;15;4;5;0;3;25;-1;13;1;;;2;-1;6;-1;0;83;10;6;935;7;False;27.99;28430
981;88;4219;18;4;4;124;10;27;-1;22;1;;;-1;2;20;5;4;99;11;10;707;7;False;29.99;13875
982;86;6864;18;4;4;166;-1;-1;-1;-1;-1;;;-1;3;20;-1;1;96;82;8;368;7;False;27.99;12994
983;88;1094;5;0;0;87;-1;-1;-1;-1;-1;;;-1;-1;20;0;4;73;83;31;64;4;False;22.99;2005
984;88;25148;4;2;5;162;4;8;-1;24;4;;;2;-1;15;-1;4;27;5;8;1168;11;True;35.99;54042
985;89;4025;2;4;4;56;9;27;-1;3;1;;;-1;2;20;-1;4;101;81;8;403;5;False;39.99;11846
986;86;816;0;3;5;0;10;21;-1;-1;-1;;;-1;-1;20;4;2;44;95;6;131;7;False;89.99;4641
987;88;175;8;2;5;178;0;27;-1;20;1;;;2;-1;19;-1;4;46;83;6;48;4;False;49.99;3356
988;89;7711;22;4;5;138;10;25;-1;25;3;;;3;-1;20;-1;4;98;77;8;487;4;False;22.99;18557
990;87;1513;16;1;3;138;9;27;3;-1;-1;;;1;-1;20;1;1;23;1;8;201;5;False;29.99;12714
991;89;603;21;4;0;203;10;21;-1;3;2;;;-1;-1;20;-1;4;68;35;12;51;4;False;19.99;4979
994;89;8322;4;2;4;179;4;8;-1;3;1;;;-1;0;20;-1;4;82;62;8;990;7;False;29.99;30461
995;87;30840;15;4;5;147;4;21;-1;20;3;;;2;-1;20;1;1;8;84;16;858;7;False;22.99;40751
996;88;6405;24;1;0;225;4;27;0;-1;-1;;;2;-1;20;6;1;103;22;10;422;7;False;25.99;23130
997;88;16046;15;4;5;0;10;8;-1;13;1;;;2;-1;20;-1;2;36;17;8;1140;7;False;29.99;40734
998;88;820;20;0;0;0;-1;4;-1;-1;-1;;;-1;-1;20;0;4;92;58;16;67;4;False;15.99;8084
1000;87;12316;24;1;5;0;-1;-1;1;-1;-1;;;3;-1;20;4;2;22;112;8;542;6;False;49.99;14382
1001;88;6355;24;1;3;225;4;-1;3;-1;-1;;;1;-1;20;-1;0;14;100;8;492;7;False;39.99;15992
1002;89;1126;15;4;5;37;10;15;-1;-1;1;;;2;-1;20;-1;3;108;35;6;204;3;False;49.99;8271
1004;88;3025;19;4;0;27;4;15;-1;3;1;;;1;-1;20;5;4;14;37;10;109;5;False;29.99;3826
1005;88;9556;15;4;0;178;10;27;-1;24;1;;;2;-1;20;2;4;11;101;8;878;7;False;22.99;43357
1006;86;7943;4;2;0;0;9;8;-1;24;1;;;2;-1;20;-1;1;4;95;12;765;11;True;25.99;32279
1007;86;10449;24;1;5;138;4;16;3;-1;-1;;;2;-1;20;5;2;45;12;12;800;7;False;39.99;29461
1008;87;3793;18;4;4;96;10;27;-1;3;1;;;-1;2;20;5;4;6;97;8;444;7;False;45.99;7794
1009;88;5710;22;4;0;166;3;25;-1;3;5;;;2;-1;20;5;0;104;83;8;276;5;False;22.99;15641
1010;87;11526;2;4;4;28;9;25;-1;3;1;;;-1;0;20;1;1;57;36;8;1138;7;False;25.99;33641
1011;88;8972;3;3;5;0;6;27;-1;15;1;;;1;-1;20;5;1;99;11;10;915;7;False;119.99;23113
1013;87;1241;17;1;4;206;7;25;0;-1;-1;;;-1;0;20;1;4;74;54;8;138;5;False;29.99;4583
1014;86;917;4;2;5;132;9;27;-1;11;5;;;2;-1;20;-1;4;102;68;12;120;5;False;29.99;5220
1015;87;4462;18;4;4;158;10;27;-1;3;1;;;-1;2;20;0;4;100;80;8;767;11;False;29.99;15065
1016;88;1919;24;1;5;0;3;21;3;-1;-1;;;2;-1;20;-1;1;21;51;10;165;6;False;39.99;7694
1017;89;9941;22;4;5;21;10;27;-1;7;3;;;3;-1;19;-1;4;98;24;6;462;3;False;22.99;18330
1019;89;37858;21;4;0;143;10;21;-1;19;2;;;2;-1;20;-1;4;9;79;16;946;7;False;9.99;46601
1020;89;31498;8;2;0;0;4;25;-1;0;3;;;2;-1;20;5;0;49;81;10;1233;7;False;49.99;42988
1021;89;1467;4;2;4;73;8;25;-1;2;5;;;-1;2;20;2;0;29;0;8;147;5;False;29.99;5469
1022;88;13218;0;3;5;6;-1;-1;-1;5;1;;;3;-1;20;-1;1;77;60;8;1134;11;False;69.99;34966
1023;86;13944;4;2;5;99;7;25;-1;4;5;;;2;-1;20;5;2;8;50;6;496;11;True;59.99;21593
1024;89;12179;21;4;0;194;10;27;-1;19;1;;;3;-1;20;5;0;13;107;8;554;7;False;29.99;17472
1025;89;4237;16;1;5;222;-1;-1;-1;-1;-1;;;3;-1;20;-1;1;80;53;8;366;5;False;25.99;11885
1026;86;9203;15;4;5;178;4;15;-1;26;1;;;2;-1;12;5;2;45;82;6;350;3;False;45.99;13592
1027;88;1966;21;4;0;165;10;25;-1;19;2;;;3;-1;20;-1;4;21;109;8;128;3;False;12.99;5708
1028;86;292;17;1;5;222;4;8;1;-1;-1;;;2;-1;11;-1;0;102;68;12;72;5;False;39.99;3406
1029;87;7432;18;4;4;213;10;27;-1;19;1;;;-1;2;20;0;1;37;18;8;611;11;False;29.99;22503
1030;89;9815;18;4;4;0;6;25;-1;3;1;;;-1;3;20;-1;1;38;14;8;1150;11;True;35.99;49217
1032;88;494;15;4;5;0;10;27;-1;20;1;;;-1;-1;20;5;0;92;75;8;68;4;False;45.99;2237
1033;87;505;8;2;5;46;4;27;-1;20;1;;;2;-1;20;4;1;89;18;6;100;5;False;49.99;5370
1034;88;482;4;2;5;94;9;25;-1;11;0;;;2;-1;20;0;0;51;37;4;66;5;False;49.99;2423
1036;86;4738;15;4;5;0;10;25;-1;19;3;;;2;-1;7;5;3;8;50;6;300;5;False;35.99;13883
1037;87;35278;2;4;4;0;10;27;-1;24;1;;;-1;0;20;4;1;23;1;8;1188;7;False;27.99;43675
1038;88;21080;4;2;5;0;4;27;-1;3;3;;;2;-1;20;-1;3;88;17;6;1021;5;False;45.99;37147
1039;87;13411;2;4;4;162;10;27;-1;19;1;;;-1;2;20;4;1;100;80;8;223;5;False;39.99;10278
1040;88;869;7;1;1;120;4;31;1;-1;-1;;;-1;-1;20;-1;4;52;44;4;135;8;False;29.99;13939
1044;86;13450;22;4;0;138;10;27;-1;14;2;;;2;-1;20;5;4;79;6;6;643;5;False;22.99;26715
1045;87;5607;2;4;4;120;10;25;-1;17;-1;;;-1;0;20;1;1;100;27;6;228;5;False;19.99;11389
1047;86;8359;6;3;1;138;10;21;-1;20;1;;;3;-1;20;-1;4;71;102;10;405;7;False;39.99;14718
1048;87;6020;22;4;0;0;-1;-1;-1;-1;-1;;;-1;-1;20;1;0;57;36;8;611;5;False;19.99;25944
1050;86;18123;24;1;5;116;3;7;0;-1;-1;;;2;-1;20;1;1;33;12;8;500;7;False;39.99;29145
1051;89;10141;6;3;4;38;10;27;-1;20;1;;;-1;2;20;-1;1;108;87;8;1043;5;False;49.99;25977
1052;87;25577;24;1;0;73;4;21;0;-1;-1;;;2;-1;20;3;0;109;88;8;730;11;False;25.99;23389
1053;89;1052;24;1;5;162;10;27;1;-1;-1;;;2;-1;20;-1;3;68;47;8;102;5;False;39.99;5265
1054;88;21315;7;1;1;225;10;2;3;-1;-1;;;3;-1;20;-1;4;15;101;12;911;8;False;29.99;48030
1055;87;9253;24;1;5;138;4;16;3;-1;-1;;;2;-1;20;5;3;61;112;24;587;12;False;39.99;20767
1057;87;5659;15;4;5;166;3;25;-1;24;2;;;2;-1;20;1;4;16;59;6;353;4;False;25.99;11891
1058;87;41493;22;4;4;0;10;25;-1;19;5;;;-1;0;20;4;1;23;1;8;1175;7;False;22.99;40843
1059;86;8894;7;1;1;70;10;27;1;-1;-1;;;3;-1;20;-1;4;96;76;12;650;8;False;35.99;32193
1061;87;1478;2;4;4;125;9;27;-1;20;2;;;-1;2;20;1;4;63;45;8;252;7;False;35.99;12312
1063;89;7303;17;1;5;23;9;8;3;-1;-1;;;-1;-1;20;-1;1;42;73;10;450;5;False;29.99;15973
1066;89;16805;7;1;1;134;10;27;3;-1;-1;;;-1;-1;20;-1;4;9;91;12;1048;8;False;29.99;51072
1067;89;564;4;2;4;0;4;27;-1;24;3;;;-1;0;20;0;1;108;28;10;111;5;False;39.99;4447
1069;88;3699;17;1;4;6;7;27;1;-1;-1;;;-1;0;20;5;1;51;33;8;395;7;False;25.99;17531
1070;89;5821;15;4;5;162;10;21;-1;20;1;;;2;-1;20;-1;1;108;87;8;568;7;False;27.99;25834
1072;87;8777;15;4;0;0;10;21;-1;-1;-1;;;-1;-1;20;0;1;89;71;8;646;5;False;19.99;23726
1073;86;19419;24;1;4;0;10;-1;-1;-1;-1;;;-1;0;20;-1;4;102;78;8;586;7;False;25.99;25287
1074;89;1302;2;4;4;194;10;27;-1;24;1;;;-1;2;20;-1;4;108;87;8;240;3;False;59.99;10494
1076;86;6493;22;4;5;0;10;27;-1;24;0;;;2;-1;20;5;2;111;92;8;462;7;False;25.99;18117
1077;87;3101;24;1;5;140;-1;-1;1;-1;-1;;;3;-1;20;1;1;93;72;8;418;7;False;49.99;8685
1078;87;5331;6;3;3;49;9;15;-1;19;1;;;3;-1;20;4;4;100;18;10;688;7;False;59.99;31084
1079;89;9181;18;4;4;0;10;27;-1;16;-1;;;-1;2;20;-1;1;24;2;8;430;5;False;25.99;14078
1080;88;53146;7;1;1;208;10;27;3;-1;-1;;;3;-1;20;-1;4;40;5;16;968;8;False;29.99;114912
1081;87;4055;15;4;5;166;4;21;-1;20;1;;;2;-1;20;-1;4;35;8;8;354;5;False;45.99;16857
1082;89;579;5;0;0;138;-1;-1;-1;-1;-1;;;-1;-1;20;3;4;94;14;19;50;3;False;45.99;720
1083;87;4813;0;3;5;0;10;27;-1;5;1;;;3;-1;20;5;3;100;63;16;699;7;False;59.99;20095
1084;89;2246;4;2;4;0;9;25;-1;16;3;;;-1;3;20;5;1;94;73;8;185;3;False;39.99;7772
1085;86;14802;21;4;0;0;10;25;-1;19;1;;;2;-1;20;-1;1;81;69;8;589;7;False;12.99;27937
1087;86;577;4;2;5;132;9;-1;-1;25;3;;;2;-1;20;-1;2;71;108;6;56;4;False;150.0;1007
1088;86;29971;21;4;0;202;10;21;-1;19;2;;;2;-1;20;6;4;97;76;8;723;11;True;15.99;30245
1089;89;1149;15;4;5;158;10;27;-1;20;1;;;2;-1;20;5;4;98;83;4;67;5;False;35.99;1782
1090;89;4183;22;4;0;194;10;25;-1;-1;-1;;;-1;-1;20;5;4;34;13;8;1057;7;False;15.99;26325
1093;87;11342;18;4;4;94;10;27;-1;3;1;;;-1;2;20;4;4;12;97;12;890;7;False;29.99;26006
1094;89;333;3;3;5;23;4;15;-1;20;1;;;1;-1;20;4;1;75;55;8;137;3;False;179.99;1489
1095;89;5677;4;2;5;0;9;25;-1;11;3;;;2;-1;7;-1;0;29;13;4;310;5;False;29.99;15104
1099;89;12086;22;4;0;0;10;27;-1;3;3;;;3;-1;20;5;0;101;81;8;936;7;False;25.99;28539
1100;88;2985;4;2;5;123;4;8;-1;3;1;;;-1;-1;20;3;2;36;22;4;117;5;False;69.99;2593
1101;86;504;21;4;0;0;10;27;-1;19;2;;;3;-1;20;-1;4;18;94;12;98;5;False;17.99;7020
1102;87;4488;21;4;0;225;-1;-1;-1;-1;-1;;;-1;-1;20;4;1;23;1;8;883;5;False;19.99;29620
1103;88;1598;8;2;5;0;0;27;-1;11;0;;;2;-1;20;-1;2;27;5;8;139;6;False;59.99;4514
1104;87;4823;7;1;1;232;10;27;3;-1;-1;;;3;-1;20;-1;4;86;54;12;252;8;False;29.99;6476
1105;86;16809;21;4;0;0;10;27;-1;19;2;;;2;-1;20;-1;4;45;23;8;727;11;True;19.99;36437
1106;89;21108;18;4;4;0;6;15;-1;3;1;;;-1;0;20;-1;1;108;87;8;1194;11;True;29.99;75169
1107;88;6751;17;1;5;138;7;8;3;-1;-1;;;2;-1;19;-1;3;11;49;6;671;5;False;39.99;25543
1108;86;4060;14;3;5;0;11;15;-1;19;1;;;2;-1;20;4;4;55;43;8;324;7;False;49.99;18012
1109;88;6284;17;1;5;178;7;8;0;-1;-1;;;2;-1;3;-1;1;15;60;6;535;5;False;35.99;20211
1110;87;1704;4;2;5;166;9;8;-1;3;4;;;2;-1;20;5;4;79;59;8;86;3;False;29.99;3839
1111;88;78044;21;4;0;0;10;25;-1;21;1;;;2;-1;20;0;1;99;60;16;1072;7;False;12.99;87392
1112;89;707;5;0;0;194;-1;-1;-1;-1;-1;;;-1;-1;20;0;4;42;35;13;66;5;False;45.99;6209
1113;86;13914;25;3;5;38;10;27;-1;24;-1;;;2;-1;20;1;3;33;65;10;423;7;False;35.99;15313
1114;87;8116;21;4;0;38;10;-1;-1;24;1;;;2;-1;20;5;1;37;18;8;500;5;False;25.99;21264
1115;87;604;5;0;0;0;-1;-1;-1;-1;-1;;;-1;-1;20;3;0;47;21;8;76;3;False;25.99;1916
1116;87;2145;4;2;5;178;4;-1;-1;11;0;;;2;-1;20;-1;0;105;32;6;268;5;False;69.99;11219
1117;88;1101;4;2;5;140;7;27;-1;3;3;;;2;-1;20;5;4;73;37;12;75;5;False;39.99;6356
1118;89;3626;4;2;5;153;9;27;-1;19;3;;;-1;-1;18;-1;3;108;87;8;597;7;False;39.99;23526
1119;89;3946;8;2;0;0;9;27;-1;24;-1;;;3;-1;20;-1;0;64;41;8;651;5;False;45.99;10923
1120;88;2905;24;1;5;128;4;27;3;-1;-1;;;-1;-1;20;1;1;27;109;12;250;7;False;39.99;14510
1121;89;28354;18;4;4;138;10;27;-1;20;1;;;-1;0;20;-1;1;42;9;12;1193;5;False;29.99;46219
1122;86;271;19;4;0;14;10;21;-1;19;1;;;2;-1;20;-1;4;19;4;8;37;3;False;29.99;4980
1124;87;17180;22;4;0;132;10;25;-1;3;5;;;2;-1;20;3;4;16;98;12;709;5;False;12.99;30854
1125;86;2781;7;1;1;70;4;31;3;-1;-1;;;3;-1;20;5;4;97;76;8;187;8;False;39.99;14832
1126;88;23882;18;4;4;138;10;27;-1;3;1;;;-1;0;20;0;1;40;17;12;1120;7;False;19.99;47588
1127;87;645;15;4;5;206;3;27;-1;20;2;;;2;-1;20;1;4;74;54;8;110;5;False;25.99;2742
1128;87;286;3;3;2;203;6;21;-1;5;1;;;1;-1;20;1;3;12;106;8;64;4;False;299.99;1418
1130;89;1794;18;4;4;37;10;27;-1;3;1;;;-1;0;20;-1;1;56;35;8;156;5;False;99.99;6367
1131;87;4953;4;2;0;38;9;25;-1;16;1;;;2;-1;20;6;1;37;18;8;837;7;False;22.99;40793
1132;86;19165;15;4;5;37;4;15;-1;20;1;;;2;-1;14;1;1;20;102;12;1004;6;False;29.99;53843
1133;89;14018;22;4;5;138;10;25;-1;-1;3;;;2;-1;20;5;0;17;105;8;663;5;False;29.99;23656
1134;89;11285;16;1;1;166;9;27;3;-1;-1;;;-1;-1;20;-1;4;9;91;12;944;8;False;22.99;21379
1135;88;893;4;2;5;138;9;25;-1;19;2;;;1;-1;20;0;3;51;37;4;61;5;False;59.99;2522
1136;89;26111;2;4;4;47;10;27;-1;19;1;;;-1;2;20;-1;4;82;62;8;1178;4;False;29.99;62479
1137;89;7394;18;4;4;138;6;25;-1;3;2;;;-1;0;20;-1;4;17;53;6;699;5;False;29.99;24559
1139;86;17194;22;4;0;140;10;27;-1;24;0;;;2;-1;20;-1;0;107;76;16;683;11;False;15.99;29838
1140;88;707;17;1;5;38;9;-1;3;-1;-1;;;3;-1;20;-1;1;15;7;4;136;5;False;39.99;5134
1141;88;13607;4;2;5;178;7;27;-1;13;3;;;2;-1;20;-1;2;21;109;8;741;7;False;69.99;19757
1142;89;2356;22;4;4;0;10;27;-1;24;0;;;-1;2;20;-1;0;101;81;8;419;5;False;29.99;14372
1145;89;3644;22;4;0;166;10;25;-1;19;3;;;3;-1;20;-1;4;29;0;8;164;5;False;12.99;10487
1146;89;3886;6;3;0;6;10;15;-1;6;2;;;2;-1;20;5;4;5;87;12;127;3;False;49.99;4450
1148;87;6400;18;4;4;73;10;27;-1;3;1;;;-1;2;20;1;4;6;97;8;580;7;False;45.99;11842
1150;88;11054;22;4;0;0;-1;-1;-1;-1;-1;;;-1;-1;20;5;4;78;58;8;342;5;False;17.99;19653
1151;86;4166;22;4;0;29;-1;25;-1;19;3;;;2;-1;20;6;0;8;102;8;273;5;False;19.99;13352
1153;87;7464;8;2;1;70;9;27;-1;12;2;;;3;-1;20;-1;4;35;8;8;455;7;False;29.99;17316
1155;87;2183;6;3;5;138;6;27;-1;20;1;;;3;-1;20;-1;3;12;106;8;135;7;False;69.99;9007
1156;86;2806;18;4;4;123;10;25;-1;16;1;;;-1;3;20;-1;1;18;104;8;202;7;False;29.99;8173
1157;89;505;24;1;5;158;4;27;1;-1;-1;;;2;-1;20;5;4;98;83;4;64;5;False;39.99;1697
1158;86;2983;22;4;4;179;10;27;-1;19;5;;;-1;0;20;-1;1;96;76;12;126;7;False;19.99;4077
1160;89;12250;22;4;5;138;10;27;-1;24;0;;;2;-1;7;-1;4;106;26;6;786;5;False;25.99;22176
1163;87;6817;18;4;4;137;10;27;-1;-1;-1;;;-1;2;20;1;4;57;36;8;1040;7;False;29.99;32246
1165;86;5393;18;4;4;143;10;27;-1;16;1;;;-1;2;20;-1;4;18;104;8;897;7;True;29.99;24523
1166;89;798;8;2;5;162;4;-1;-1;3;3;;;3;-1;20;-1;3;17;105;8;80;5;False;59.99;3816
1168;86;1450;17;1;0;0;7;8;-1;-1;-1;;;-1;-1;20;5;0;96;82;8;193;3;False;35.99;9465
1169;86;1746;22;4;0;80;-1;25;-1;19;3;;;2;-1;20;0;4;70;57;8;452;7;False;15.99;20404
